value,count
"[2ABa|1,1A2B/",0
"[2ABa|1,6AB/",0
"[2ABa|1,CDE|AB,CDE/",0
"[2ABa|124AB/",0
"[2ABa|124BA/",0
"[2ABa|12728AB/",0
"[2ABa|12728BA/",0
"[2ABa|1272AB8/",0
"[2ABa|1272BA8/",0
"[2ABa|142AB/",0
"[2ABa|142BA/",0
"[2ABa|17228AB/",0
"[2ABa|17228BA/",0
"[2ABa|1722AB8/",0
"[2ABa|1722BA8/",0
"[2ABa|17282AB/",0
"[2ABa|17282BA/",0
"[2ABa|1748AB/",0
"[2ABa|1748BA/",0
"[2ABa|174AB8/",0
"[2ABa|174BA8/",0
"[2ABa|177288AB/",0
"[2ABa|177288BA/",0
"[2ABa|17728AB8/",0
"[2ABa|17728BA8/",0
"[2ABa|17A22B8/",0
"[2ABa|17A4B8/",0
"[2ABa|17A728B8/",0
"[2ABa|1A7228B/",0
"[2ABa|1A77288B/",0
"[2ABa|2,2,27AB8/",0
"[2ABa|2,2,4AB/",0
"[2ABa|2,24AB/",0
"[2ABa|2,24BA/",0
"[2ABa|2,2728AB/",0
"[2ABa|2,2728BA/",0
"[2ABa|2,27A2B8/",0
"[2ABa|2,2A4B/",0
"[2ABa|2,6AB/",0
"[2ABa|2,CDE|AB,CDE/",0
"[2ABa|224AB/",0
"[2ABa|224BA/",0
"[2ABa|22728AB/",0
"[2ABa|22728BA/",0
"[2ABa|2272AB8/",0
"[2ABa|2272BA8/",0
"[2ABa|227A2B8/",0
"[2ABa|22A4B/",0
"[2ABa|22A728B/",0
"[2ABa|242AB/",0
"[2ABa|24A2B/",0
"[2ABa|24B2A/",0
"[2ABa|27282AB/",0
"[2ABa|2728A2B/",0
"[2ABa|2728B2A/",0
"[2ABa|2748AB/",0
"[2ABa|2748BA/",0
"[2ABa|274AB8/",0
"[2ABa|274BA8/",0
"[2ABa|277288AB/",0
"[2ABa|277288BA/",0
"[2ABa|27728AB8/",0
"[2ABa|277A2B88/",0
"[2ABa|27A4B8/",0
"[2ABa|27A728B8/",0
"[2ABa|2A748B/",0
"[2ABa|37AB8/",0
"[2ABa|44AB/",0
"[2ABa|4A4B/",0
"[2ABa|ABCDE|1,CDE/",0
"[2ABa|ABCDE|2,CDE/",0
"[2ABa|ACDE|2BCDE/",0
"[2ABa|BCDE|2ACDE/",0
"[2AB|1,ABC|2C,2a/",0
"[2AB|1,ABC|C,1a/",0
"[2AB|1,ACD|2a,BCD/",0
"[2AB|12AC|2a,BC/",0
"[2AB|12CA|2a,BC/",0
"[2AB|17AC8|2a,BC/",0
"[2AB|1ABC|2C,2a/",0
"[2AB|1ACB|2C,2a/",0
"[2AB|1ACDB|2a,CD/",0
"[2AB|1ACD|2a,BCD/",0
"[2AB|1CABD|2a,CD/",0
"[2AB|1CAD|2a,BCD/",0
"[2AB|1a,AB/",0
"[2AB|1a,CD|AB,2CD/",0
"[2AB|2,1C|2a,ABC/",0
"[2AB|2,ABa/",0
"[2AB|2,ACD|2a,BCD/",0
"[2AB|2,a,AB/",0
"[2AB|22AC|2a,BC/",0
"[2AB|22AC|7BC8a/",0
"[2AB|22CD|AB,CDa/",0
"[2AB|22CD|CD,ABa/",0
"[2AB|22CD|a,AB,CD/",0
"[2AB|27AC8|2a,BC/",0
"[2AB|27AC8|7BC8a/",0
"[2AB|27CD8|AB,CDa/",0
"[2AB|27CD8|CD,ABa/",0
"[2AB|27CD8|a,AB,CD/",0
"[2AB|2ACDB|2a,CD/",0
"[2AB|2ACDB|7CD8a/",0
"[2AB|2ACDE|BCDEa/",0
"[2AB|2ACDE|BEDCa/",0
"[2AB|2ACD|2a,BCD/",0
"[2AB|2AC|2,BCa/",0
"[2AB|2AC|2,a,BC/",0
"[2AB|2AC|2BCa/",0
"[2AB|2AC|2BaC/",0
"[2AB|2AC|2a,BC/",0
"[2AB|2AC|2a,DE|BC,DE/",0
"[2AB|2AC|3a,BC/",0
"[2AB|2AC|7BC8a/",0
"[2AB|2AC|7DE8a|BC,DE/",0
"[2AB|2AC|BCa/",0
"[2AB|2AC|a,2BC/",0
"[2AB|2AaB/",0
"[2AB|2Aa|2,23B/",0
"[2AB|2Aa|2,6B/",0
"[2AB|2Aa|2,CDE|B,CDE/",0
"[2AB|2Aa|2728B/",0
"[2AB|2Aa|2748B/",0
"[2AB|2Aa|274B8/",0
"[2AB|2Aa|277288B/",0
"[2AB|2Aa|27728B8/",0
"[2AB|2Aa|2CDE|B,CDE/",0
"[2AB|2Aa|2CDE|BCDE/",0
"[2AB|2Aa|2CDE|BCED/",0
"[2AB|2Aa|4,22B/",0
"[2AB|2Aa|4,4B/",0
"[2AB|2Aa|44B/",0
"[2AB|2Aa|47B8/",0
"[2AB|2Aa|4CD|BCD/",0
"[2AB|2Aa|B,24/",0
"[2AB|2Aa|BCDE|2,CDE/",0
"[2AB|2Aa|BCD|2C2D/",0
"[2AB|2Aa|BCD|4,CD/",0
"[2AB|2Aa|CDE|2CBDE/",0
"[2AB|2C,2a|1,C,AB/",0
"[2AB|2C,2a|4,C,AB/",0
"[2AB|2C,2a|4C,AB/",0
"[2AB|2C,2a|AB,27C8/",0
"[2AB|2CABD|2a,CD/",0
"[2AB|2CABD|7CD8a/",0
"[2AB|2CAD|2a,BCD/",0
"[2AB|2CDEa|AB,CDE/",0
"[2AB|2CDEa|ABCDE/",0
"[2AB|2CDEa|ABCED/",0
"[2AB|2CDEa|ABDCE/",0
"[2AB|2CD|2a,AB,CD/",0
"[2AB|2CD|3a,AB,CD/",0
"[2AB|2CD|AB,CDa/",0
"[2AB|2CD|a,AB,CD/",0
"[2AB|2Ca|0,ABC/",0
"[2AB|2Ca|0,C,AB/",0
"[2AB|2Ca|1,ABC/",0
"[2AB|2Ca|1,C,AB/",0
"[2AB|2Ca|1ABC/",0
"[2AB|2Ca|1ACB/",0
"[2AB|2Ca|27AB8C/",0
"[2AB|2Ca|2C,2AB/",0
"[2AB|2Ca|2C,DE|AB,DE/",0
"[2AB|2Ca|2CDE|AB,DE/",0
"[2AB|2Ca|4,ABC/",0
"[2AB|2Ca|4,C,AB/",0
"[2AB|2Ca|4A7C8B/",0
"[2AB|2Ca|4C,AB/",0
"[2AB|2Ca|5,C,AB/",0
"[2AB|2Ca|77C88AB/",0
"[2AB|2Ca|AB,22C/",0
"[2AB|2Ca|AB,27C8/",0
"[2AB|2Ca|ADE|7C8DBE/",0
"[2AB|2Ca|C,1AB/",0
"[2AB|2Ca|CDE|AB,DE/",0
"[2AB|2Ca|CDE|ABDE/",0
"[2AB|2a,222AB/",0
"[2AB|2a,22A2B/",0
"[2AB|2a,24AB/",0
"[2AB|2a,2728AB/",0
"[2AB|2a,27A2B8/",0
"[2AB|2a,2A4B/",0
"[2AB|2a,37AB8/",0
"[2AB|2a,3AB/",0
"[2AB|2a,6AB/",0
"[2AB|2a,AB/",0
"[2AB|2a,ABC|1,2,C/",0
"[2AB|2a,CDEF|AB,CDEF/",0
"[2AB|2a,CDE|AB,CDE/",0
"[2AB|2a,CD|1,AB,CD/",0
"[2AB|2a,CD|2,AB,CD/",0
"[2AB|2a,CD|3,AB,CD/",0
"[2AB|2a,CD|5,AB,CD/",0
"[2AB|2a,CD|AB,1CD/",0
"[2AB|2a,CD|AB,2CD/",0
"[2AB|2a,CD|AB,3CD/",0
"[2AB|2a,CD|CD,1AB/",0
"[2AB|2a,CD|CD,2AB/",0
"[2AB|2a,CD|CD,3AB/",0
"[2AB|3,2a,AB/",0
"[2AB|3,3a,AB/",0
"[2AB|34C|2a,ABC/",0
"[2AB|37CD8|AB,CDa/",0
"[2AB|3a,3AB/",0
"[2AB|3a,CDEF|AB,CDEF/",0
"[2AB|4,ABC|2C,2a/",0
"[2AB|4,ACD|2a,BCD/",0
"[2AB|4,AC|2a,BC/",0
"[2AB|4AC|2a,BC/",0
"[2AB|4AC|7BC8a/",0
"[2AB|5,ABa/",0
"[2AB|5AC|BCa/",0
"[2AB|5CD|AB,CDa/",0
"[2AB|5a,AB/",0
"[2AB|77C88AB|2C,2a/",0
"[2AB|77C88a|1,ABC/",0
"[2AB|77C88a|1,C,AB/",0
"[2AB|77C88a|5,C,AB/",0
"[2AB|77C88a|AB,22C/",0
"[2AB|77C88a|AB,27C8/",0
"[2AB|7AB8CDE|2a,CDE/",0
"[2AB|7AB8CD|2a,CD/",0
"[2AB|7AB8a/",0
"[2AB|7AC8a|4,BC/",0
"[2AB|7CD8a|1,AB,CD/",0
"[2AB|7CD8a|2,AB,CD/",0
"[2AB|7CD8a|3,AB,CD/",0
"[2AB|7CD8a|5,AB,CD/",0
"[2AB|7CD8a|7AB8CD/",0
"[2AB|7CD8a|AB,1CD/",0
"[2AB|7CD8a|AB,2CD/",0
"[2AB|7CD8a|AB,3CD/",0
"[2AB|7CD8a|AB,CD/",0
"[2AB|7CD8a|CD,2AB/",0
"[2AB|7CD8a|CD,3AB/",0
"[2AB|AB,33a/",0
"[2AB|AB,37a8/",0
"[2AB|ABCDEF|a,CDEF/",0
"[2AB|ABCDE|2a,CDE/",0
"[2AB|ABCD|7CD8a/",0
"[2AB|ABa/",0
"[2AB|ACD|2a,2CBD/",0
"[2AB|ACD|BEF|2a,CDEF/",0
"[2AB|ACD|CDE|2a,BE/",0
"[2AB|ACa|37BC8/",0
"[2AB|C,12|2a,ABC/",0
"[2AB|C,1AB|2C,2a/",0
"[2AB|C,1a|1,C,AB/",0
"[2AB|C,1a|5,C,AB/",0
"[2AB|C,1a|AB,22C/",0
"[2AB|C,1a|AB,27C8/",0
"[2AB|CDEFa|ABCDEF/",0
"[2AB|CDEFa|ABCFED/",0
"[2AB|CDEFa|ABDCFE/",0
"[2AB|CDE|2C,2a|AB,DE/",0
"[2AB|CDE|CDF|AB,EFa/",0
"[2AaB|37AB8/",0
"[2Aa|0,1,A/",0
"[2Aa|0,2,2,2A/",0
"[2Aa|0,2,A/",0
"[2Aa|0,3,2A/",0
"[2Aa|0,5,A/",0
"[2Aa|0,A,23/",0
"[2Aa|1,1,1A/",0
"[2Aa|1,1,4,A/",0
"[2Aa|1,1,4A/",0
"[2Aa|1,1,A/",0
"[2Aa|1,11A/",0
"[2Aa|1,127A8/",0
"[2Aa|1,12A2/",0
"[2Aa|1,137A8/",0
"[2Aa|1,15A/",0
"[2Aa|1,172A8/",0
"[2Aa|1,1738A/",0
"[2Aa|1,173A8/",0
"[2Aa|1,177A88/",0
"[2Aa|1,1A/",0
"[2Aa|1,2,12A/",0
"[2Aa|1,2,2,4,A/",0
"[2Aa|1,2,4,2A/",0
"[2Aa|1,2,6,A/",0
"[2Aa|1,2,A,12/",0
"[2Aa|1,2,A,24/",0
"[2Aa|1,2,A,2728/",0
"[2Aa|1,2,A/",0
"[2Aa|1,2,B|4,A,B/",0
"[2Aa|1,2227A8/",0
"[2Aa|1,224A/",0
"[2Aa|1,22728A/",0
"[2Aa|1,2272A8/",0
"[2Aa|1,2277A88/",0
"[2Aa|1,242A/",0
"[2Aa|1,247A8/",0
"[2Aa|1,26A/",0
"[2Aa|1,2727A88/",0
"[2Aa|1,27282A/",0
"[2Aa|1,2748A/",0
"[2Aa|1,274A8/",0
"[2Aa|1,277288A/",0
"[2Aa|1,27728A8/",0
"[2Aa|1,2777A888/",0
"[2Aa|1,2BCD|A,BCD/",0
"[2Aa|1,3,2A/",0
"[2Aa|1,3777A888/",0
"[2Aa|1,37A8/",0
"[2Aa|1,4,1A/",0
"[2Aa|1,4,37A8/",0
"[2Aa|1,4,4,A/",0
"[2Aa|1,4,4A/",0
"[2Aa|1,4,5,A/",0
"[2Aa|1,4,5A/",0
"[2Aa|1,44A/",0
"[2Aa|1,477A88/",0
"[2Aa|1,5,1A/",0
"[2Aa|1,5,A/",0
"[2Aa|1,577A88/",0
"[2Aa|1,5A/",0
"[2Aa|1,67A8/",0
"[2Aa|1,A,11/",0
"[2Aa|1,A,122/",0
"[2Aa|1,A,14/",0
"[2Aa|1,A,15/",0
"[2Aa|1,A,1728/",0
"[2Aa|1,A,1738/",0
"[2Aa|1,A,224/",0
"[2Aa|1,A,22728/",0
"[2Aa|1,A,23/",0
"[2Aa|1,A,26/",0
"[2Aa|1,A,2748/",0
"[2Aa|1,A,277288/",0
"[2Aa|1,A,44/",0
"[2Aa|1,ABC|4,BC/",0
"[2Aa|1,BCDE|A,BCDE/",0
"[2Aa|11,1A/",0
"[2Aa|12,2A/",0
"[2Aa|12,BC|2,A,BC/",0
"[2Aa|12227A8/",0
"[2Aa|12277A88/",0
"[2Aa|1227A82/",0
"[2Aa|123A/",0
"[2Aa|1247A8/",0
"[2Aa|126A/",0
"[2Aa|127228A/",0
"[2Aa|12722A8/",0
"[2Aa|12727A88/",0
"[2Aa|127287A8/",0
"[2Aa|1274A8/",0
"[2Aa|1277288A/",0
"[2Aa|127728A8/",0
"[2Aa|12772A88/",0
"[2Aa|12777A888/",0
"[2Aa|1277A288/",0
"[2Aa|1277A828/",0
"[2Aa|1277A882/",0
"[2Aa|127A228/",0
"[2Aa|127A48/",0
"[2Aa|127A7288/",0
"[2Aa|127A8/",0
"[2Aa|127A84/",0
"[2Aa|127A8728/",0
"[2Aa|12A3/",0
"[2Aa|12A7228/",0
"[2Aa|12A77288/",0
"[2Aa|12BCD|A,BCD/",0
"[2Aa|12BC|2,A,BC/",0
"[2Aa|12BC|2,ABC/",0
"[2Aa|12BC|2ABC/",0
"[2Aa|12BC|2ACB/",0
"[2Aa|12BC|2BAC/",0
"[2Aa|12BC|A,2BC/",0
"[2Aa|13777A888/",0
"[2Aa|137A8/",0
"[2Aa|14,1A/",0
"[2Aa|1427A8/",0
"[2Aa|15,1A/",0
"[2Aa|17227A88/",0
"[2Aa|172287A8/",0
"[2Aa|17277A888/",0
"[2Aa|1727A828/",0
"[2Aa|172827A8/",0
"[2Aa|172877A88/",0
"[2Aa|17377A888/",0
"[2Aa|1738A/",0
"[2Aa|173A8/",0
"[2Aa|17487A8/",0
"[2Aa|1768A/",0
"[2Aa|176A8/",0
"[2Aa|1772288A/",0
"[2Aa|177228A8/",0
"[2Aa|17727A888/",0
"[2Aa|177287A88/",0
"[2Aa|1772887A8/",0
"[2Aa|17737A888/",0
"[2Aa|17772888A/",0
"[2Aa|1777288A8/",0
"[2Aa|17777A8888/",0
"[2Aa|17BC8|2,A,BC/",0
"[2Aa|17BC8|2,ABC/",0
"[2Aa|17BC8|A,2BC/",0
"[2Aa|17BCD8|A,BCD/",0
"[2Aa|1A,122/",0
"[2Aa|1A,1728/",0
"[2Aa|1A,1738/",0
"[2Aa|1A,224/",0
"[2Aa|1A,22728/",0
"[2Aa|1A,23/",0
"[2Aa|1A,26/",0
"[2Aa|1A,2748/",0
"[2Aa|1A,277288/",0
"[2Aa|1A,BC|2,2,BC/",0
"[2Aa|1ABC|22BC/",0
"[2Aa|1ABC|27BC8/",0
"[2Aa|1B2CD|A,BCD/",0
"[2Aa|1BAC|22BC/",0
"[2Aa|1BAC|27BC8/",0
"[2Aa|1BCD|2ABCD/",0
"[2Aa|1BCD|2ABDC/",0
"[2Aa|1BCD|2ACBD/",0
"[2Aa|2,12,2A/",0
"[2Aa|2,1A/",0
"[2Aa|2,1B|2,7A8B/",0
"[2Aa|2,1B|4,A,B/",0
"[2Aa|2,1B|4,AB/",0
"[2Aa|2,1B|A,1B/",0
"[2Aa|2,1B|A,27B8/",0
"[2Aa|2,1B|A,4B/",0
"[2Aa|2,1B|B,27A8/",0
"[2Aa|2,1B|B,4A/",0
"[2Aa|2,2,12A/",0
"[2Aa|2,2,17A8/",0
"[2Aa|2,2,227A8/",0
"[2Aa|2,2,24A/",0
"[2Aa|2,2,2728A/",0
"[2Aa|2,2,277A88/",0
"[2Aa|2,2,4,4,A/",0
"[2Aa|2,2,47A8/",0
"[2Aa|2,2,6,A/",0
"[2Aa|2,2,6A/",0
"[2Aa|2,2,A,12/",0
"[2Aa|2,2,A,24/",0
"[2Aa|2,2,A,2728/",0
"[2Aa|2,2227A8/",0
"[2Aa|2,224A/",0
"[2Aa|2,22728A/",0
"[2Aa|2,2272A8/",0
"[2Aa|2,2277A88/",0
"[2Aa|2,24,2A/",0
"[2Aa|2,242A/",0
"[2Aa|2,247A8/",0
"[2Aa|2,26A/",0
"[2Aa|2,2727A88/",0
"[2Aa|2,27282A/",0
"[2Aa|2,2748A/",0
"[2Aa|2,274A8/",0
"[2Aa|2,277288A/",0
"[2Aa|2,27728A8/",0
"[2Aa|2,2777A888/",0
"[2Aa|2,2A,2728/",0
"[2Aa|2,2BCD|A,BCD/",0
"[2Aa|2,3,2A/",0
"[2Aa|2,4,4,A/",0
"[2Aa|2,4,4A/",0
"[2Aa|2,44A/",0
"[2Aa|2,477A88/",0
"[2Aa|2,5,17A8/",0
"[2Aa|2,6,2A/",0
"[2Aa|2,67A8/",0
"[2Aa|2,7A8B|1,2,B/",0
"[2Aa|2,7A8B|B,12/",0
"[2Aa|2,A,224/",0
"[2Aa|2,A,22728/",0
"[2Aa|2,A,26/",0
"[2Aa|2,A,2748/",0
"[2Aa|2,A,277288/",0
"[2Aa|2,A,44/",0
"[2Aa|2,ABC|12,BC/",0
"[2Aa|2,ABC|4,BC/",0
"[2Aa|2,ABC|BC,2728/",0
"[2Aa|2,BCDE|A,BCDE/",0
"[2Aa|2,BCD|1A,BCD/",0
"[2Aa|22227A8/",0
"[2Aa|2224A/",0
"[2Aa|222728A/",0
"[2Aa|22272A8/",0
"[2Aa|22277A88/",0
"[2Aa|222A/",0
"[2Aa|2242A/",0
"[2Aa|2247A8/",0
"[2Aa|226A/",0
"[2Aa|227228A/",0
"[2Aa|22727A88/",0
"[2Aa|227282A/",0
"[2Aa|227287A8/",0
"[2Aa|2272A28/",0
"[2Aa|22748A/",0
"[2Aa|2274A8/",0
"[2Aa|2277288A/",0
"[2Aa|227728A8/",0
"[2Aa|22772A88/",0
"[2Aa|22777A888/",0
"[2Aa|22BCD|A,BCD/",0
"[2Aa|22BC|1,A,BC/",0
"[2Aa|22BC|1,ABC/",0
"[2Aa|22BC|2,A,BC/",0
"[2Aa|22BC|2,ABC/",0
"[2Aa|22BC|2ABC/",0
"[2Aa|22BC|2BAC/",0
"[2Aa|22BC|4,A,BC/",0
"[2Aa|22BC|4,ABC/",0
"[2Aa|22BC|4A,BC/",0
"[2Aa|22BC|77A88BC/",0
"[2Aa|22BC|A,1BC/",0
"[2Aa|22BC|A,2BC/",0
"[2Aa|22BC|BC,27A8/",0
"[2Aa|23777A888/",0
"[2Aa|24,2A/",0
"[2Aa|24,3A/",0
"[2Aa|24,4A/",0
"[2Aa|2427A8/",0
"[2Aa|244A/",0
"[2Aa|24728A/",0
"[2Aa|2472A8/",0
"[2Aa|2477A88/",0
"[2Aa|247A28/",0
"[2Aa|24A4/",0
"[2Aa|24A728/",0
"[2Aa|25,2A/",0
"[2Aa|262A/",0
"[2Aa|267A8/",0
"[2Aa|2727288A/",0
"[2Aa|272728A8/",0
"[2Aa|27277A888/",0
"[2Aa|2727A288/",0
"[2Aa|2727A828/",0
"[2Aa|27284A/",0
"[2Aa|2728728A/",0
"[2Aa|27377A888/",0
"[2Aa|2747A88/",0
"[2Aa|27482A/",0
"[2Aa|27487A8/",0
"[2Aa|2768A/",0
"[2Aa|276A8/",0
"[2Aa|27727A888/",0
"[2Aa|277287A88/",0
"[2Aa|2772882A/",0
"[2Aa|27737A888/",0
"[2Aa|277488A/",0
"[2Aa|27748A8/",0
"[2Aa|2774A88/",0
"[2Aa|27772888A/",0
"[2Aa|2777288A8/",0
"[2Aa|27777A8888/",0
"[2Aa|277BC88|2,A,BC/",0
"[2Aa|277BC88|2,ABC/",0
"[2Aa|277BC88|A,2BC/",0
"[2Aa|27A8B|1,2,B/",0
"[2Aa|27A8B|2,1B/",0
"[2Aa|27A8B|6,B/",0
"[2Aa|27A8B|B,12/",0
"[2Aa|27AB8|1,2,B/",0
"[2Aa|27AB8|2,1B/",0
"[2Aa|27AB8|B,12/",0
"[2Aa|27B8A|1,2,B/",0
"[2Aa|27B8A|2,1B/",0
"[2Aa|27B8A|B,12/",0
"[2Aa|27BC8|1,A,BC/",0
"[2Aa|27BC8|1,ABC/",0
"[2Aa|27BC8|2,A,BC/",0
"[2Aa|27BC8|2,ABC/",0
"[2Aa|27BC8|27BC8A/",0
"[2Aa|27BC8|4,A,BC/",0
"[2Aa|27BC8|4,ABC/",0
"[2Aa|27BC8|4A,BC/",0
"[2Aa|27BC8|77A88BC/",0
"[2Aa|27BC8|A,1BC/",0
"[2Aa|27BC8|A,2BC/",0
"[2Aa|27BC8|BC,27A8/",0
"[2Aa|27BCD8|A,BCD/",0
"[2Aa|2A,2728/",0
"[2Aa|2A,2738/",0
"[2Aa|2A,34/",0
"[2Aa|2ABCD|1,BCD/",0
"[2Aa|2ABCD|2,BCD/",0
"[2Aa|2ABCD|27BCD8/",0
"[2Aa|2ABCD|27BDC8/",0
"[2Aa|2ABCD|27CBD8/",0
"[2Aa|2ABC|12,BC/",0
"[2Aa|2ABC|17BC8/",0
"[2Aa|2ABC|2,2BC/",0
"[2Aa|2ABC|277BC88/",0
"[2Aa|2ABC|27BC8/",0
"[2Aa|2ABC|4,BC/",0
"[2Aa|2ABC|BC,2728/",0
"[2Aa|2B2CD|A,BCD/",0
"[2Aa|2B2C|1A,BC/",0
"[2Aa|2B4C|7A8BC/",0
"[2Aa|2BAC|17BC8/",0
"[2Aa|2BAC|27BC8/",0
"[2Aa|2BAC|4,BC/",0
"[2Aa|2BCD|1A,BCD/",0
"[2Aa|2BCD|2ABCD/",0
"[2Aa|2BCD|2ABDC/",0
"[2Aa|2BCD|2ACBD/",0
"[2Aa|3,12A/",0
"[2Aa|3,17A8/",0
"[2Aa|3,4,2A/",0
"[2Aa|3,BCD|A,BCD/",0
"[2Aa|34,4A/",0
"[2Aa|3477A88/",0
"[2Aa|34A/",0
"[2Aa|34B|2,7A8B/",0
"[2Aa|34B|27A8B/",0
"[2Aa|34B|27AB8/",0
"[2Aa|34B|27B8A/",0
"[2Aa|34B|4,A,B/",0
"[2Aa|34B|4,AB/",0
"[2Aa|34B|4AB/",0
"[2Aa|34B|A,1B/",0
"[2Aa|34B|A,27B8/",0
"[2Aa|34B|A,4B/",0
"[2Aa|34B|B,27A8/",0
"[2Aa|34B|B,4A/",0
"[2Aa|367A8/",0
"[2Aa|37487A8/",0
"[2Aa|377777A88888/",0
"[2Aa|3BC|2A,BC/",0
"[2Aa|3BC|2ABC/",0
"[2Aa|3BC|4A,BC/",0
"[2Aa|3BC|7A8BC/",0
"[2Aa|3BC|ABC/",0
"[2Aa|3BC|BC,17A8/",0
"[2Aa|4,11A/",0
"[2Aa|4,4,5,A/",0
"[2Aa|4,5,1A/",0
"[2Aa|4,AB|1,2,B/",0
"[2Aa|4,AB|B,12/",0
"[2Aa|4,BC|1,A,BC/",0
"[2Aa|4,BC|2,A,BC/",0
"[2Aa|4,BC|5,A,BC/",0
"[2Aa|4,BC|5,ABC/",0
"[2Aa|4,BC|A,2BC/",0
"[2Aa|447A8/",0
"[2Aa|46A/",0
"[2Aa|4748A/",0
"[2Aa|4777A888/",0
"[2Aa|4A,222/",0
"[2Aa|4A,2728/",0
"[2Aa|4AB|1,2,B/",0
"[2Aa|4AB|2,1B/",0
"[2Aa|4AB|B,12/",0
"[2Aa|4BCD|A,BCD/",0
"[2Aa|4BCD|ABCD/",0
"[2Aa|4BCD|ABDC/",0
"[2Aa|4BC|1,A,BC/",0
"[2Aa|4BC|1,ABC/",0
"[2Aa|4BC|2,A,BC/",0
"[2Aa|4BC|2,ABC/",0
"[2Aa|4BC|2ABC/",0
"[2Aa|4BC|2BAC/",0
"[2Aa|4BC|A,2BC/",0
"[2Aa|5,2777A888/",0
"[2Aa|5,477A88/",0
"[2Aa|5,67A8/",0
"[2Aa|5,BCDE|A,BCDE/",0
"[2Aa|57777A8888/",0
"[2Aa|577A88/",0
"[2Aa|6,2A/",0
"[2Aa|6,4A/",0
"[2Aa|6,A/",0
"[2Aa|6,BC|2,A,BC/",0
"[2Aa|6,BC|A,2BC/",0
"[2Aa|6,B|1,A,B/",0
"[2Aa|6,B|A,1B/",0
"[2Aa|6,B|A,27B8/",0
"[2Aa|6,B|B,1A/",0
"[2Aa|677A88/",0
"[2Aa|6BC|ABC/",0
"[2Aa|77A88B|6,B/",0
"[2Aa|7A8BCDE|2,BCDE/",0
"[2Aa|7A8BC|2,2BC/",0
"[2Aa|7A8BC|6,BC/",0
"[2Aa|A,11/",0
"[2Aa|A,12/",0
"[2Aa|A,1212/",0
"[2Aa|A,122/",0
"[2Aa|A,1224/",0
"[2Aa|A,122728/",0
"[2Aa|A,123/",0
"[2Aa|A,1242/",0
"[2Aa|A,127228/",0
"[2Aa|A,127282/",0
"[2Aa|A,12748/",0
"[2Aa|A,1277288/",0
"[2Aa|A,14728/",0
"[2Aa|A,15/",0
"[2Aa|A,172228/",0
"[2Aa|A,17248/",0
"[2Aa|A,1727288/",0
"[2Aa|A,1728/",0
"[2Aa|A,1728728/",0
"[2Aa|A,1738/",0
"[2Aa|A,1768/",0
"[2Aa|A,1772288/",0
"[2Aa|A,177488/",0
"[2Aa|A,17772888/",0
"[2Aa|A,1B|1,2,B/",0
"[2Aa|A,2224/",0
"[2Aa|A,222728/",0
"[2Aa|A,226/",0
"[2Aa|A,227228/",0
"[2Aa|A,22748/",0
"[2Aa|A,2277288/",0
"[2Aa|A,244/",0
"[2Aa|A,24728/",0
"[2Aa|A,2727288/",0
"[2Aa|A,2768/",0
"[2Aa|A,277488/",0
"[2Aa|A,27772888/",0
"[2Aa|A,27B8|1,2,B/",0
"[2Aa|A,2BC|12,BC/",0
"[2Aa|A,2BC|BC,2728/",0
"[2Aa|A,46/",0
"[2Aa|A,4748/",0
"[2Aa|A,4B|1,2,B/",0
"[2Aa|A,BCD|1,2,BCD/",0
"[2Aa|A,BCD|2,2,BCD/",0
"[2Aa|ABCDE|1,BCDE/",0
"[2Aa|ABCDE|2,BCDE/",0
"[2Aa|ABCDE|5,BCDE/",0
"[2Aa|ABCD|1,2BCD/",0
"[2Aa|ABCD|1,2BDC/",0
"[2Aa|ABCD|12BCD/",0
"[2Aa|ABCD|12BDC/",0
"[2Aa|ABCD|12CBD/",0
"[2Aa|ABCD|17BCD8/",0
"[2Aa|ABCD|17BDC8/",0
"[2Aa|ABCD|1C2BD/",0
"[2Aa|ABCD|2,2,BCD/",0
"[2Aa|ABCD|2,2BCD/",0
"[2Aa|ABCD|2,2BDC/",0
"[2Aa|ABCD|22BCD/",0
"[2Aa|ABCD|22BDC/",0
"[2Aa|ABCD|27BCD8/",0
"[2Aa|ABCD|27BDC8/",0
"[2Aa|ABCD|2B2CD/",0
"[2Aa|ABCD|2C2BD/",0
"[2Aa|ABC|1,1,BC/",0
"[2Aa|ABC|1,1BC/",0
"[2Aa|ABC|1,2,2,BC/",0
"[2Aa|ABC|1,2,2BC/",0
"[2Aa|ABC|1,22BC/",0
"[2Aa|ABC|1,27BC8/",0
"[2Aa|ABC|1,2B2C/",0
"[2Aa|ABC|1,4,BC/",0
"[2Aa|ABC|1,4BC/",0
"[2Aa|ABC|1,5,BC/",0
"[2Aa|ABC|11,BC/",0
"[2Aa|ABC|127BC8/",0
"[2Aa|ABC|15,BC/",0
"[2Aa|ABC|1B1C/",0
"[2Aa|ABC|2,2,2BC/",0
"[2Aa|ABC|2,2,4,BC/",0
"[2Aa|ABC|2,22BC/",0
"[2Aa|ABC|2,27BC8/",0
"[2Aa|ABC|2,2B2C/",0
"[2Aa|ABC|2,4,2BC/",0
"[2Aa|ABC|2,4BC/",0
"[2Aa|ABC|222BC/",0
"[2Aa|ABC|227BC8/",0
"[2Aa|ABC|22B2C/",0
"[2Aa|ABC|24,BC/",0
