value,count
"[1217a8/",59
"[17AB8|7AB8a/",59
"[1ABC|7ABC8a/",59
"[1ABC|7ACB8a/",59
"[1AB|2AaB/",59
"[25a/",59
"[27AB8|7AB8a/",59
"[2CDEF|CDEFa/",59
"[2CDEF|CFEDa/",59
"[2CDEF|DCFEa/",59
"[2CDE|7CDE8a/",59
"[2CDE|7CED8a/",59
"[4AB|7AB8a/",59
"[ABC|ABD|7CD8a/",59
"[CD|CE|2DaE/",59
"[CD|3CE|DEa/",55
"[2AB|2CD|a,AB,CD/",48
"[2Aa|BCDE|ABCDE/",47
"[2CD|2EF|CD,EFa/",45
"[4A|2BC|A,a,BC/",45
"[2AB|AB,37a8/",42
"[1AB|2AC|BCa/",39
"[AB|2CD|AEa|BE,CD/",39
"[2Aa|127A8/",36
"[4A|2BC|BC,Aa/",36
"[4A|BC|ABD|CDa/",36
"[3,ABCD|a,ABCD/",33
"[4A|a,37A8/",32
"[4A|1,A,a/",30
"[7ABC8a|3,ABC/",30
"[4A|ABC|7BC8a/",29
"[1,2,C|2Ca/",28
"[4A|BCa|2A,BC/",26
"[2AB|7CD8a|AB,CD/",24
"[4A|2BC|A,BCa/",24
"[4A|2BC|a,ABC/",24
"[4A|BCa|7A8BC/",22
"[3,CDEF|CDEFa/",20
"[3CDE|7CDE8a/",20
"[3CDE|7CED8a/",20
"[4A|A,37a8/",20
"[3ABCD|a,ABCD/",18
"[2Aa|A,1738/",16
"[4A|1A,2a/",16
"[4A|2,a,2A/",16
"[5AB|ABa/",16
"[77A88a|A,12/",16
"[A,12|A,1a/",16
"[2AB|5,ABa/",15
"[2AB|5a,AB/",15
"[2AB|ABCD|7CD8a/",15
"[4A|2,2,A,a/",15
"[4A|2A,2a/",15
"[4A|2BC|ABCa/",15
"[4A|2BC|BACa/",15
"[4A|37a8A/",15
"[4A|5,A,a/",15
"[1AB|AB,37a8/",14
"[37AB8|7AB8a/",14
"[3ABCD|ABCDa/",14
"[3ABCD|ADCBa/",14
"[3ABCD|BADCa/",14
"[ABC|ABD|EFa|CD,EF/",13
"[ABC|ABD|EFa|CDEF/",13
"[AB|ACD|EFa|EF,BCD/",13
"[AB|AC|BD|CE|DEa/",13
"[13,2a/",12
"[2,1A|A,1a/",12
"[2,23,a/",12
"[223,a/",12
"[3,22a/",12
"[4A|2,2,Aa/",12
"[1,14a/",10
"[1,1728a/",10
"[1,2,17a8/",10
"[223a/",10
"[4A|37A8a/",10
"[77A88a|2,1A/",10
"[7ABC8a|1,ABC/",10
"[CD|CE|3DaE/",10
"[4A|37Aa8/",9
"[12,AB|2a,AB/",8
"[1212a/",8
"[12AB|2a,AB/",8
"[12AB|7AB8a/",8
"[16,2a/",8
"[17AB8|2a,AB/",8
"[1ABC|2a,ABC/",8
"[2,2,2,2,a/",8
"[2,2a,1728/",8
"[2,ABCD|2a,ABCD/",8
"[2,CDE|CDE,2a/",8
"[224,2a/",8
"[22728,2a/",8
"[22AB|1a,AB/",8
"[22AB|2a,AB/",8
"[22AB|7AB8a/",8
"[26,2a/",8
"[2748,2a/",8
"[277288,2a/",8
"[277AB88|2a,AB/",8
"[27AB8|1a,AB/",8
"[27AB8|2a,AB/",8
"[27ABC8|2a,ABC/",8
"[27ABC8|7ABC8a/",8
"[27ABC8|7ACB8a/",8
"[2ABCD|2a,ABCD/",8
"[2Aa|1,1A/",8
"[2CDE|CDE,2a/",8
"[2a,124/",8
"[2a,12728/",8
"[2a,17228/",8
"[2a,1748/",8
"[2a,177288/",8
"[2a,2768/",8
"[2a,277488/",8
"[2a,27772888/",8
"[2a,46/",8
"[2a,4748/",8
"[2a,AB|AB,2728/",8
"[4,ABC|2a,ABC/",8
"[44,2a/",8
"[4ABC|2a,ABC/",8
"[4AB|2a,AB/",8
"[4A|A,5a/",8
"[4A|a,5A/",8
"[6,AB|2a,AB/",8
"[7AB8a|12,AB/",8
"[7AB8a|277AB88/",8
"[7AB8a|AB,2728/",8
"[ABCDE|2a,ABCDE/",8
"[ABCD|2a,2ABCD/",8
"[ABC|ABDE|2a,CDE/",8
"[ABC|ABD|2a,CD/",8
"[ABC|ADE|BDF|a,CEF/",8
"[AB|2a,1A2B/",8
"[AB|2a,2A2B/",8
"[CD|CEF|DEF,2a/",8
"[12A|1Aa/",6
"[12A|77A88a/",6
"[12A|A,1a/",6
"[12A|a,1A/",6
"[34A|77A88a/",6
"[34A|A,1a/",6
"[4A|3,7A8a/",6
"[1AB|5a,AB/",5
"[22ABC|7ABC8a/",5
"[22ABC|7ACB8a/",5
"[2Aa|A,11/",5
"[2Aa|A,122/",5
"[2Aa|A,15/",5
"[4A|5Aa/",5
"[4A|BC|BD|CADa/",5
"[5,5a/",5
"[5AB|7AB8a/",5
"[7AB8a|227AB8/",5
"[7ABC8a|5,ABC/",5
"[ABC|ADE|BDF|CEFa/",5
"[AB|ACD|BCE|7DE8a/",5
"[AB|ACD|BEF|CEFDa/",5
"[AB|ACD|CDE|7BE8a/",5
"[AB|AC|BDEF|CDEFa/",5
"[2Aa|5,5,A/",4
"[5,37a8/",4
"[1,1,2,2a/",0
"[1,12,2a/",0
"[1,122a/",0
"[1,132a/",0
"[1,2,23,2a/",0
"[1,2,5,2a/",0
"[1,2,A|3,A,2a/",0
"[1,2AB|2a,AB/",0
"[1,3,a/",0
"[1,3AB|2a,AB/",0
"[1,ABC|2a,ABC/",0
"[1,ABC|3a,ABC/",0
"[12A|1,A,a/",0
"[12A|2A,2a/",0
"[12A|3,7A8a/",0
"[12A|3,A,2a/",0
"[12A|37A8a/",0
"[12A|37Aa8/",0
"[12A|37a8A/",0
"[12A|5Aa/",0
"[12A|A,37a8/",0
"[12A|A,5a/",0
"[13,3a/",0
"[13,AB|2a,AB/",0
"[137228a/",0
"[1377288a/",0
"[13AB|2a,AB/",0
"[13AB|7AB8a/",0
"[15A|2Aa/",0
"[1A3B|2a,AB/",0
"[1A3B|7AB8a/",0
"[1ABC|3ABCa/",0
"[1ABC|3ACBa/",0
"[1ABC|3BACa/",0
"[1ABC|3a,ABC/",0
"[1AB|2a,3AB/",0
"[1AB|3,2a,AB/",0
"[2,11,2a/",0
"[2,15,2a/",0
"[2,1A|1,A,a/",0
"[2,1A|2A,2a/",0
"[2,1A|3,7A8a/",0
"[2,1A|3,A,2a/",0
"[2,1A|A,37a8/",0
"[2,1A|A,5a/",0
"[2,2,3,a/",0
"[2,2,3a/",0
"[2,2a,122/",0
"[2,2a,123/",0
"[2,2a,1738/",0
"[2,3,3,a/",0
"[2,3,3a/",0
"[2,33a/",0
"[2,3AB|2a,AB/",0
"[2,ABC|3a,ABC/",0
"[2222,2a/",0
"[222A|2A,2a/",0
"[227AB8|2a,AB/",0
"[22ABC|2a,ABC/",0
"[22AB|2a,3AB/",0
"[22AB|3,2a,AB/",0
"[22AB|5a,AB/",0
"[22AB|AB,37a8/",0
"[22C|2Ca/",0
"[23,2a/",0
"[23,3a/",0
"[23,ABC|2a,ABC/",0
"[233,a/",0
"[233a/",0
"[234,2a/",0
"[23728,2a/",0
"[237AB8|2a,AB/",0
"[23ABC|2a,ABC/",0
"[23ABC|7ABC8a/",0
"[23ABC|7ACB8a/",0
"[23ABC|7BAC8a/",0
"[23AB|2a,AB/",0
"[23AB|7AB8a/",0
"[25,AB|2a,AB/",0
"[27AB8|2a,3AB/",0
"[27AB8|3,2a,AB/",0
"[27AB8|5a,AB/",0
"[27AB8|AB,37a8/",0
"[27ABC8|3a,ABC/",0
"[2A,2a|1,2,A/",0
"[2A3B|2a,AB/",0
"[2A3B|7AB8a/",0
"[2ABCD|3a,ABCD/",0
"[2ABC|3ABCa/",0
"[2ABC|3ACBa/",0
"[2ABC|3BACa/",0
"[2ABC|3a,ABC/",0
"[2AB|2AC|2,BCa/",0
"[2AB|2AC|2BaC/",0
"[2AB|2AC|2a,BC/",0
"[2AB|2AC|7BC8a/",0
"[2AB|2a,37AB8/",0
"[2AB|2a,3AB/",0
"[2AB|3,2a,AB/",0
"[2AaB|37AB8/",0
"[2Aa|1,1,A/",0
"[2Aa|1,3,2A/",0
"[2Aa|1,37A8/",0
"[2Aa|1,5,A/",0
"[2Aa|1,5A/",0
"[2Aa|1,A,23/",0
"[2Aa|123A/",0
"[2Aa|12A3/",0
"[2Aa|137A8/",0
"[2Aa|1738A/",0
"[2Aa|173A8/",0
"[2Aa|1A,23/",0
"[2Aa|2,3,2A/",0
"[2Aa|3,12A/",0
"[2Aa|3,17A8/",0
"[2Aa|3,BCD|A,BCD/",0
"[2Aa|5,1A/",0
"[2Aa|5,37A8/",0
"[2Aa|577A88/",0
"[2Aa|A,123/",0
"[2a,1222/",0
"[2a,1223/",0
"[2a,1232/",0
"[2a,134/",0
"[2a,13728/",0
"[2a,17238/",0
"[2a,22222/",0
"[2a,2223/",0
"[2a,2224/",0
"[2a,2225/",0
"[2a,222728/",0
"[2a,222738/",0
"[2a,2234/",0
"[2a,223728/",0
"[2a,226/",0
"[2a,227228/",0
"[2a,227238/",0
"[2a,22748/",0
"[2a,22758/",0
"[2a,2277288/",0
"[2a,2277388/",0
"[2a,2324/",0
"[2a,232728/",0
"[2a,236/",0
"[2a,23748/",0
"[2a,2377288/",0
"[2a,244/",0
"[2a,245/",0
"[2a,24728/",0
"[2a,24738/",0
"[2a,25728/",0
"[2a,2727288/",0
"[2a,2727388/",0
"[2a,27348/",0
"[2a,2737288/",0
"[2a,277588/",0
"[2a,27773888/",0
"[2a,344/",0
"[2a,35/",0
"[2a,3738/",0
"[2a,3768/",0
"[2a,377488/",0
"[2a,4758/",0
"[2a,56/",0
"[2a,AB|1,3,AB/",0
"[2a,AB|2,3,AB/",0
"[2a,AB|3,3,AB/",0
"[2a,AB|3,4,AB/",0
"[2a,AB|3,5,AB/",0
"[2a,AB|33,AB/",0
"[2a,AB|34,AB/",0
"[2a,AB|35,AB/",0
"[2a,AB|AB,222/",0
"[2a,AB|AB,223/",0
"[2a,AB|AB,2738/",0
"[2a,AB|AB,3738/",0
"[3,1AB|2a,AB/",0
"[3,23,a/",0
"[3,23a/",0
"[3,26,2a/",0
"[3,2AB|2a,AB/",0
"[3,2a,224/",0
"[3,2a,22728/",0
"[3,2a,2748/",0
"[3,2a,277288/",0
"[3,2a,44/",0
"[3,3,2a/",0
"[3,37a8/",0
"[3,3AB|2a,AB/",0
"[3,5,a/",0
"[3,5a/",0
"[3,7A8a|1,2,A/",0
"[3,7A8a|6,A/",0
"[3,7A8a|A,12/",0
"[3,ABCD|2a,ABCD/",0
"[3,ABC|2,2a,ABC/",0
"[3,ABC|2a,2ABC/",0
"[323a/",0
"[33,2a/",0
"[337a8/",0
"[33AB|2a,AB/",0
"[34A|1,A,a/",0
"[34A|2A,2a/",0
"[34A|3,7A8a/",0
"[34A|3,A,2a/",0
"[34A|37A8a/",0
"[34A|37Aa8/",0
"[34A|37a8A/",0
"[34A|5Aa/",0
"[34A|A,37a8/",0
"[34A|A,5a/",0
"[35,a/",0
"[35a/",0
"[36,2a/",0
"[3738,a/",0
"[3738a/",0
"[377AB88|2a,AB/",0
"[37A8a|1,2,A/",0
"[37A8a|2,1A/",0
"[37A8a|A,12/",0
"[37AB8|2,ABa/",0
"[37AB8|2a,AB/",0
"[37ABC8|2a,ABC/",0
"[37ABC8|7ABC8a/",0
"[37ABC8|7ACB8a/",0
"[37Aa8|1,2,A/",0
"[37Aa8|2,1A/",0
"[37Aa8|6,A/",0
"[37Aa8|A,12/",0
"[37a8A|1,2,A/",0
"[37a8A|2,1A/",0
"[37a8A|A,12/",0
"[3A3B|2a,AB/",0
"[3ABCD|2a,ABCD/",0
"[3ABCa|27ABC8/",0
"[3ABCa|27ACB8/",0
"[3ABCa|27BAC8/",0
"[3ABC|2a,2ABC/",0
"[3ABC|2a,2ACB/",0
"[3AB|2a,22AB/",0
"[3AB|2a,27AB8/",0
"[3AB|2a,2A2B/",0
"[3AB|2a,4AB/",0
"[3AB|2a,CD|AB,CD/",0
"[3AB|ABCD|2a,CD/",0
"[3AB|ABC|2C,2a/",0
"[3A|2a,227A8/",0
"[3A|2a,24A/",0
"[3A|2a,2728A/",0
"[3A|2a,277A88/",0
"[3A|2a,47A8/",0
"[3A|2a,6A/",0
"[3A|4B|2a,AB/",0
"[3A|A,BCD|2a,BCD/",0
"[3A|ABCD|2a,BCD/",0
"[3A|ABC|2a,BC/",0
"[3A|ABC|7BC8a/",0
"[3A|BC|2a,2BAC/",0
"[3C|3Ca/",0
"[3C|CD|7D8a/",0
"[3a,27772888/",0
"[3b,2a/",0
"[4,3AB|2a,AB/",0
"[4,AB|2a,3AB/",0
"[4,AB|3,2a,AB/",0
"[4AB|2a,3AB/",0
"[4AB|3,2a,AB/",0
"[4A|13,Aa/",0
"[4A|1A,3a/",0
"[4A|2,3,Aa/",0
"[4A|2a,37A8/",0
"[4A|2a,5A/",0
"[4A|3,A,2a/",0
"[5,2a,222/",0
"[5,2a,2728/",0
"[5,2a,2738/",0
"[5,2a,34/",0
"[5,3AB|2a,AB/",0
"[5,6,2a/",0
"[5,ABC|2a,ABC/",0
"[57AB8|2a,AB/",0
"[57AB8|7AB8a/",0
"[5ABCD|ABCDa/",0
"[5ABCD|ADCBa/",0
"[5ABCD|BADCa/",0
"[5ABC|2a,ABC/",0
"[5ABC|7ABC8a/",0
"[5ABC|7ACB8a/",0
"[5AB|2,ABa/",0
"[5AB|2AaB/",0
"[5AB|2a,AB/",0
"[5Aa|1,2,A/",0
"[5Aa|2,1A/",0
"[5Aa|6,A/",0
"[5Aa|A,12/",0
"[6,A|2A,2a/",0
"[6,A|3,A,2a/",0
"[77A88a|1,2,A/",0
"[7AB8a|1,3,AB/",0
"[7AB8a|1,3AB/",0
"[7AB8a|13,AB/",0
"[7AB8a|2,3,AB/",0
"[7AB8a|2,3AB/",0
"[7AB8a|237AB8/",0
"[7AB8a|25,AB/",0
"[7AB8a|3,1AB/",0
"[7AB8a|3,2AB/",0
"[7AB8a|3,4,AB/",0
"[7AB8a|34,AB/",0
"[7AB8a|377AB88/",0
"[7AB8a|4,3AB/",0
"[7AB8a|AB,222/",0
"[7AB8a|AB,2738/",0
"[7ABC8a|23,ABC/",0
"[A,12|1,A,a/",0
"[A,12|2A,2a/",0
"[A,12|3,A,2a/",0
"[A,12|A,37a8/",0
"[A,12|A,5a/",0
"[A,1a|1,2,A/",0
"[A,37a8|1,2,A/",0
"[A,5a|1,2,A/",0
"[ABCDE|3a,ABCDE/",0
"[ABCD|2a,3ABCD/",0
"[ABC|2a,2A2BC/",0
"[ABC|2a,2A3BC/",0
"[ABC|3ADB|2a,CD/",0
"[ABC|ABDE|3a,CDE/",0
"[ABC|ABD|2a,3CD/",0
"[ABC|ABD|3,CDa/",0
"[ABC|ABD|3CDa/",0
"[ABC|ABD|3a,CD/",0
"[ABa|35,AB/",0
"[ABa|AB,3738/",0
"[AB|23CA|2a,BC/",0
"[AB|2ACD|2a,BCD/",0
"[AB|2CD|ACE|BDEa/",0
"[AB|2CD|ACE|BEDa/",0
"[AB|2CD|ACE|DBEa/",0
"[AB|2CD|AEa|BCDE/",0
"[AB|2a,1A3B/",0
"[AB|2a,22A2B/",0
"[AB|2a,22A3B/",0
"[AB|2a,23A2B/",0
"[AB|2a,27A2B8/",0
"[AB|2a,27A3B8/",0
"[AB|2a,2A4B/",0
"[AB|2a,2A5B/",0
"[AB|2a,2A738B/",0
"[AB|2a,3A4B/",0
"[AB|3,2a,2A2B/",0
"[AB|3,ACD|2a,BCD/",0
"[AB|3ACB|2C,2a/",0
"[AB|3ACD|2a,BCD/",0
"[AB|3ACD|BCDa/",0
"[AB|3ACD|BDCa/",0
"[AB|3ACD|CBDa/",0
"[AB|3AC|2a,BC/",0
"[AB|3AC|7BC8a/",0
"[AB|3AC|DEa|BC,DE/",0
"[AB|3CAD|2a,BCD/",0
"[AB|3CAD|BCDa/",0
"[AB|3CAD|CBDa/",0
"[AB|ACDa|3,BCD/",0
"[AB|ACD|3a,BCD/",0
"[AB|ACD|BCE|2,DEa/",0
"[AB|ACD|BCE|2DaE/",0
"[AB|ACD|BCE|2a,DE/",0
"[AB|AC|2BDE|CDEa/",0
"[AB|AC|2BDE|CEDa/",0
"[AB|AC|2BDE|DCEa/",0
"[AB|AC|2BD|2a,CD/",0
"[AB|AC|2BD|7CD8a/",0
"[AB|AC|2DBE|CDEa/",0
"[AB|AC|2DBE|DCEa/",0
"[AB|AC|2DE|BDECa/",0
"[AB|AC|2a,2B2C/",0
"[AB|AC|BDEa|2,CDE/",0
"[AB|AC|BDE|DEF|CFa/",0
"[AB|AC|BD|CE|2a,DE/",0
"[AB|AC|BD|CE|7DE8a/",0
"[AB|AC|BD|CE|Fa|DEF/",0
"[AB|AC|DBEa|2,CDE/",0
"[AB|AC|DE|BDF|CEFa/",0
"[AB|AC|DE|BDF|ECFa/",0
"[AB|CADa|3,BCD/",0
"[AB|CD|AEF|CEF|BDa/",0
"[Aa|2BC|2BD|ACD/",0
"[Aa|3,BCDE|A,BCDE/",0
"[Aa|3BCDE|A,BCDE/",0
"[Aa|3BCDE|ABCDE/",0
"[Aa|3BCDE|ABEDC/",0
"[Aa|3BCDE|ACBED/",0
"[CD|2C3D,2a/",0
