enc	genome
4,27a8	(3,1,{0,3},{},[S_10,S_11,S_17,S_18,S_1⊕1,S_9])
243a	(3,1,{0,3},{},[S_11,S_13,S_14,S_15,S_1⊕1,S_7])
26a	(3,1,{0,3},{},[S_11,S_14,S_15,S_1⊕1])
242a	(3,1,{0,3},{},[S_11,S_14,S_1⊕1])
67a8	(3,1,{0,3},{},[S_11,S_15,S_1⊕1,S_7])
ABa|2,3AB	(3,1,{0},{0,2},[C_3⊕1,C_4,S_11,S_1⊕1])
Aa|34A	(3,1,{0},{0,2},[C_3⊕1,C_4,S_11])
Aa|2,1A	(3,1,{0},{0,2},[C_3⊕1,C_4])
ABa|2,3,AB	(3,1,{0},{0,2},[C_3⊕1,S_11,S_1⊕1])
ABa|3,2AB	(3,1,{0},{0,2},[C_3⊕1,S_11,S_1⊕1])
ABa|3A3B	(3,1,{0},{0},[(2,3,{2},{},[S_1,S_1⊕1]),C_3⊕1,S_16,S_1⊕1])
ABa|22AB	(3,1,{0},{0},[C_3⊕1,C_4,S_11,S_1⊕1])
ABa|23AB	(3,1,{0},{0},[C_3⊕1,C_4,S_11,S_1⊕1])
ABa|27AB8	(3,1,{0},{0},[C_3⊕1,C_4,S_11,S_1⊕1])
Aa|A,12	(3,1,{0},{0},[C_3⊕1,C_4,S_11])
1AB|ABa	(3,1,{0},{0},[S_11,S_1⊕1])
3A|ABC|BCa	(3,1,{0},{2},[C_3⊕1,C_4,S_11,S_1⊕1])
4AB|ABa	(3,1,{0},{2},[C_3⊕1,C_4,S_11,S_1⊕1])
ABa|4,AB	(3,1,{0},{2},[C_3⊕1,C_4,S_11,S_1⊕1])
Aa|3BC|ABC	(3,1,{0},{2},[C_3⊕1,C_4,S_11,S_1⊕1])
Aa|6,A	(3,1,{0},{2},[C_3⊕1,C_4])
ABa|2A3B	(3,1,{0},{2},[C_3⊕1,S_11,S_1⊕1])
2AB|3,ABa	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_13,S_1⊕1])
2AB|3,a,AB	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_13,S_1⊕1])
2AB|3ABa	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_13,S_1⊕1])
2AB|3AaB	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_13,S_1⊕1])
2AB|a,3AB	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_13,S_1⊕1])
2,ABC|a,ABC	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_1⊕1])
2ABC|ABCa	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_1⊕1])
2ABC|ACBa	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_1⊕1])
2ABC|a,ABC	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_1⊕1])
ABCa|2,ABC	(3,1,{0},{},[C_3⊕1,C_4,S_11,S_1⊕1])
2AB|3a,AB	(3,1,{0},{},[C_3⊕1,S_11,S_13,S_1⊕1])
4A|3Aa	(3,1,{0},{},[C_3⊕1,S_11,S_13,S_1⊕1])
AB|a,2A3B	(3,1,{2,3},{},[C_3⊕1,S_10,S_13,S_19,S_1⊕1,S_6,S_8])
2,a,2728	(3,1,{2,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
a,22728	(3,1,{2,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
a,224	(3,1,{2,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6])
a,26	(3,1,{2,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6])
2,a,24	(3,1,{2,3},{},[C_3⊕1,S_19,S_1⊕1,S_6])
2377a88	(3,1,{3},{},[(0,3,{0,1},{},[C_3,C_4,S_1⊕1]),(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_10,S_11,S_16,S_1⊕1,S_20,S_7,S_9])
a,36	(3,1,{3},{},[(0,3,{2},{},[C_3,S_1⊕1]),C_3⊕1,S_10,S_11,S_13,S_19,S_1⊕1,S_8])
3ABC|a,ABC	(3,1,{3},{},[(0,3,{2},{},[C_3,S_1⊕1]),C_3⊕1,S_10,S_11,S_1⊕1])
a,277288	(3,1,{3},{},[(0,3,{2},{},[C_3,S_1⊕1]),C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
3748a	(3,1,{3},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),(2,3,{2},{},[C_3,S_1,S_1⊕1]),S_11,S_13,S_15,S_1⊕1,S_7,S_9])
2277a88	(3,1,{3},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_11,S_14,S_1⊕1,S_7,S_9])
477a88	(3,1,{3},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),S_11,S_15,S_1⊕1,S_7,S_9])
347a8	(3,1,{3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_10,S_11,S_13,S_15,S_1⊕1,S_7,S_9])
2737a88	(3,1,{3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_10,S_13,S_16,S_17,S_1⊕1,S_7,S_9])
a,44	(3,1,{3},{},[C_3⊕1,C_4,S_11,S_19,S_1⊕1,S_6])
a,23728	(3,1,{3},{},[C_3⊕1,S_10,S_11,S_13,S_16,S_19,S_1⊕1,S_6,S_8,S_9])
2,a,2738	(3,1,{3},{},[C_3⊕1,S_10,S_11,S_13,S_19,S_1⊕1,S_6,S_8])
a,234	(3,1,{3},{},[C_3⊕1,S_10,S_11,S_13,S_19,S_1⊕1,S_6,S_8])
2237a8	(3,1,{3},{},[C_3⊕1,S_10,S_13,S_14,S_1⊕1,S_7,S_9])
2,a,34	(3,1,{3},{},[C_3⊕1,S_10,S_13,S_19,S_1⊕1,S_6,S_8])
2,a,25	(3,1,{3},{},[C_3⊕1,S_10,S_13,S_1⊕1,S_6,S_8])
2,a,12	(3,1,{3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
a,2748	(3,1,{3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
2,6,a	(3,1,{3},{},[C_3⊕1,S_19,S_1⊕1,S_6])
4,4,a	(3,1,{3},{},[C_4,S_11,S_19,S_8])
3A|27Aa8	(3,2,{0,1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),C_3⊕1,S_1,S_10,S_17,S_1⊕1])
23,4a	(3,2,{0,1,3},{},[C_3⊕1,S_1,S_15,S_17,S_1⊕1,S_5])
1,4a	(3,2,{0,1,3},{},[C_3⊕1,S_1,S_15,S_17,S_1⊕1])
5,4a	(3,2,{0,1,3},{},[C_3⊕1,S_1,S_15,S_1⊕1,S_5])
2,377a88	(3,2,{0,1,3},{},[C_3⊕1,S_10,S_11,S_13,S_15,S_18,S_1⊕1,S_5,S_9])
374a8	(3,2,{0,1,3},{},[C_3⊕1,S_10,S_11,S_13,S_15,S_1⊕1,S_5,S_7])
45a	(3,2,{0,1,3},{},[C_3⊕1,S_10,S_13,S_15,S_1⊕1,S_5,S_7])
2,337a8	(3,2,{0,1,3},{},[C_3⊕1,S_10,S_13,S_18,S_1⊕1,S_5,S_7,S_9])
2,57a8	(3,2,{0,1,3},{},[C_3⊕1,S_10,S_13,S_18,S_1⊕1,S_5,S_9])
3A|A,27a8	(3,2,{0,1,3},{},[S_1,S_10,S_11,S_18,S_1⊕1])
2,17a8	(3,2,{0,1,3},{},[S_11,S_15,S_18,S_1⊕1,S_5,S_9])
14a	(3,2,{0,1,3},{},[S_11,S_15,S_1⊕1,S_5])
3A|27A8a	(3,2,{0,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_1,S_10,S_11,S_17,S_1⊕1])
3AB|2,ABa	(3,2,{0,3},{},[C_3⊕1,S_1,S_10,S_15,S_1⊕1])
3A|2,7A8a	(3,2,{0,3},{},[C_3⊕1,S_1,S_10,S_18,S_1⊕1])
3AB|2ABa	(3,2,{0,3},{},[S_1,S_10,S_11,S_15,S_1⊕1])
ABa|2,2,AB	(3,2,{0},{0,1},[C_3⊕1,S_11,S_1⊕1])
Aa|232A	(3,2,{0},{0,1},[C_3⊕1,S_11])
3,4,2a	(3,2,{1,3},{},[(0,1,{0,2},{},[S_1⊕1]),S_1,S_10,S_1⊕1,S_5])
3A|3,A,2a	(3,2,{1,3},{},[(0,1,{0,2},{},[S_1⊕1]),S_1,S_10,S_1⊕1])
3A|a,27A8	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),C_3⊕1,S_1,S_10,S_11,S_1⊕1,S_8])
3A|37A8a	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_1,S_10,S_11,S_1⊕1,S_9])
3A|37a8A	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_1,S_10,S_11,S_1⊕1,S_9])
3A|77A88a	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_1,S_10,S_11,S_1⊕1,S_9])
3A|3,7A8a	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_1,S_10,S_1⊕1,S_5])
3A|37Aa8	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_1,S_10,S_1⊕1,S_5])
3A|5Aa	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_1,S_10,S_1⊕1,S_5])
3A|a,1A	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_10,S_11,S_1⊕1,S_8])
3A|1Aa	(3,2,{1,3},{},[(0,3,{0},{1},[C_4,S_1⊕1]),S_10,S_1⊕1,S_5])
24,3a	(3,2,{1,3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),S_1,S_13,S_19,S_1⊕1,S_7])
a,3748	(3,2,{1,3},{},[C_3⊕1,S_10,S_11,S_13,S_19,S_1⊕1,S_8])
a,45	(3,2,{1,3},{},[C_3⊕1,S_10,S_11,S_13,S_19,S_1⊕1,S_8])
a,14	(3,2,{1,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_8])
3A|A,1a	(3,2,{1,3},{},[S_1,S_10,S_11,S_1⊕1,S_7])
3A|A,37a8	(3,2,{1,3},{},[S_1,S_10,S_11,S_1⊕1,S_7])
3A|A,5a	(3,2,{1,3},{},[S_1,S_10,S_11,S_1⊕1,S_7])
12,2a	(3,2,{1,3},{},[S_1,S_10,S_1⊕1,S_9])
25,2a	(3,2,{1,3},{},[S_1,S_10,S_1⊕1,S_9])
2a,233	(3,2,{1,3},{},[S_1,S_10,S_1⊕1,S_9])
2a,2738	(3,2,{1,3},{},[S_1,S_10,S_1⊕1,S_9])
3A|2A,2a	(3,2,{1,3},{},[S_1,S_10,S_1⊕1])
4,1a	(3,2,{1,3},{},[S_10,S_11,S_1⊕1,S_7,S_9])
4,37a8	(3,2,{1,3},{},[S_10,S_11,S_1⊕1,S_7,S_9])
4,5a	(3,2,{1,3},{},[S_10,S_11,S_1⊕1,S_7,S_9])
3,47a8	(3,2,{3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_10,S_13,S_15,S_1⊕1,S_5,S_7])
3AB|7AB8a	(3,2,{3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),S_1,S_10,S_11,S_1⊕1])
2a,34	(3,2,{3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),S_1,S_10,S_1⊕1,S_9])
24,2a	(3,2,{3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),S_1,S_1⊕1,S_7])
6,2a	(3,2,{3},{},[(2,3,{2},{},[C_3,S_1,S_1⊕1]),S_1,S_1⊕1])
3AB|a,2AB	(3,2,{3},{},[C_3⊕1,S_1,S_10,S_11,S_19,S_1⊕1])
3A|27a8A	(3,2,{3},{},[C_3⊕1,S_1,S_10,S_11,S_1⊕1,S_7])
3AB|2,a,AB	(3,2,{3},{},[C_3⊕1,S_1,S_10,S_19,S_1⊕1])
2a,223	(3,2,{3},{},[S_1,S_10,S_1⊕1,S_7,S_9])
2a,2728	(3,2,{3},{},[S_1,S_10,S_1⊕1,S_7,S_9])
3AB|2a,AB	(3,2,{3},{},[S_1,S_10,S_1⊕1])
Aa|2728A	(3,3,{0},{0,1,2},[C_3⊕1,C_4,S_11])
Aa|2,23A	(3,3,{0},{0,1,2},[C_3⊕1,C_4])
ABa|2,2AB	(3,3,{0},{0,1},[C_3⊕1,C_4,S_11,S_1⊕1])
AB|Ca|3ACB	(3,3,{0},{0,1},[C_3⊕1,C_4,S_11])
6A|Aa	(3,3,{0},{1,2},[C_3⊕1,C_4])
Aa|24A	(3,3,{2},{0,1,2},[C_3,C_3⊕1,C_4])
Aa|A,24	(3,3,{2},{0,2},[C_3,C_3⊕1,C_4])
Aa|4,2A	(3,3,{2},{0,2},[C_3,C_3⊕1])
Aa|47A8	(3,3,{2},{2},[C_3,C_3⊕1,C_4])
AB|3,2AaB	(3,4,{0,1,2,3},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_10,S_13,S_14,S_1⊕1,S_5])
2,3,4a	(3,4,{0,1,3},{},[(0,1,{0,2},{},[S_1⊕1]),C_3⊕1,S_10,S_13,S_14,S_15,S_1⊕1,S_5])
3A|2,2,Aa	(3,4,{0,1,3},{},[(0,2,{0,1},{},[S_1⊕1]),S_1,S_10,S_1⊕1])
3A|2,A,2a	(3,4,{0,1,3},{},[(0,2,{0,1},{},[S_1⊕1]),S_1,S_10,S_1⊕1])
3A|2,2Aa	(3,4,{0,1,3},{},[C_3⊕1,S_1,S_10,S_14,S_1⊕1])
3A|22Aa	(3,4,{0,1,3},{},[C_3⊕1,S_1,S_10,S_14,S_1⊕1])
2,2738a	(3,4,{0,1,3},{},[C_3⊕1,S_10,S_11,S_13,S_14,S_15,S_17,S_18,S_1⊕1,S_20,S_5,S_7])
3,24a	(3,4,{0,1,3},{},[C_3⊕1,S_10,S_13,S_14,S_15,S_1⊕1,S_5])
2,25a	(3,4,{0,1,3},{},[C_3⊕1,S_10,S_13,S_14,S_18,S_1⊕1,S_20,S_5,S_7])
3A|A,22a	(3,4,{0,1,3},{},[S_1,S_10,S_11,S_14,S_1⊕1])
2,12a	(3,4,{0,1,3},{},[S_11,S_14,S_15,S_17,S_1⊕1,S_5])
AB|37AaB8	(3,4,{0,1},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_10,S_15,S_1⊕1,S_20])
AB|5AaB	(3,4,{0,1},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_10,S_1⊕1,S_20])
AB|1AaB	(3,4,{0,1},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),C_3⊕1,S_15,S_1⊕1])
2,4,3a	(3,4,{0,3},{},[(0,2,{0,1},{},[S_1⊕1]),S_1,S_10,S_13,S_18,S_19,S_1⊕1])
2,4,2a	(3,4,{0,3},{},[(0,2,{0,1},{},[S_1⊕1]),S_1,S_10,S_18,S_1⊕1])
3A|BC|BACa	(3,4,{0,3},{},[(2,2,{0,1},{},[C_3,S_1,S_1⊕1]),C_4,S_1,S_11])
3A|4Aa	(3,4,{0,3},{},[C_3⊕1,C_4,S_1,S_10,S_15])
3A|A,4a	(3,4,{0,3},{},[C_4,S_1,S_10,S_11,S_15])
3A|2A2a	(3,4,{0,3},{},[S_1,S_11,S_14,S_1⊕1])
2,3,4,a	(3,4,{1,3},{},[C_3⊕1,S_1,S_10,S_13,S_19,S_1⊕1,S_6])
3,a,24	(3,4,{1,3},{},[C_3⊕1,S_1,S_10,S_13,S_19,S_1⊕1,S_6])
1,4,a	(3,4,{1,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
4,5,a	(3,4,{1,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
4,a,23	(3,4,{1,3},{},[C_3⊕1,S_11,S_19,S_1⊕1,S_6,S_8])
3A|1,A,a	(3,4,{1,3},{},[S_1,S_10,S_11,S_1⊕1,S_6])
2,2,4,a	(3,4,{2,3},{},[C_3⊕1,S_1,S_19,S_1⊕1,S_6])
3A|a,4A	(3,4,{3},{},[C_3⊕1,C_4,S_1,S_10,S_11,S_19])
3A|4,A,a	(3,4,{3},{},[C_4,S_1,S_10,S_11,S_19])
