count,genome
20,"(0,3,{0,2,4},{},[(1,4,{1,2},{}),(1,4,{1,3},{}),S_27,S_29,S_31,S_9⊕3])"
20,"(0,3,{0,2},{},[(3,1,{0,3},{}),S_11⊕1,S_14⊕1,S_27,S_29,S_31])"
20,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_27,S_9,S_9⊕3])"
20,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),S_11,S_12,S_18⊕1,S_1⊕3,S_30])"
20,"(1,0,{1,3,4},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_27,S_6,S_9])"
20,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_21,S_6])"
20,"(1,0,{1},{},[(0,1,{0,3},{}),(0,1,{0},{2}),S_1,S_1⊕3])"
20,"(1,0,{1},{},[(2,2,{0},{1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{2},{0,1,2}),(3,4,{3},{}),S_1,S_12,S_1⊕3,S_22,S_22⊕2,S_27,S_2⊕2,S_30,S_7⊕3,S_9⊕3])"
20,"(1,0,{1},{},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,4,{1,3},{}),S_1,S_12,S_22,S_22⊕2,S_27,S_7⊕3])"
20,"(1,0,{1},{},[(2,4,{2,3},{}),(3,1,{0,3},{}),S_1,S_1⊕3])"
20,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0},{0,1}),(3,4,{0,3},{}),S_1,S_12])"
20,"(1,0,{1},{},[(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{2},{0,1,2}),(3,4,{3},{}),S_1,S_22,S_27,S_7⊕3])"
20,"(1,0,{1},{},[S_1,S_12,S_23,S_6,S_9])"
20,"(1,0,{1},{},[S_12,S_23,S_27,S_6,S_9])"
20,"(1,2,{1},{},[S_1,S_11,S_12,S_19,S_22,S_23,S_2⊕1])"
20,"(1,3,{0,1},{},[S_1,S_19,S_6,S_7])"
20,"(1,4,{1,3},{},[S_12,S_19,S_6,S_9])"
20,"(1,4,{1},{},[S_1,S_23,S_2⊕1,S_9])"
20,"(2,0,{1,2,3,4},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_14,S_14⊕1,S_18⊕1,S_1⊕3,S_31,S_5⊕1])"
20,"(2,0,{1,2,3},{},[(3,1,{0,2,3},{}),S_1,S_14⊕1,S_16⊕1,S_2,S_5⊕1,S_7⊕1])"
20,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_27])"
20,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,3,{0},{1,2}),S_1,S_30,S_7⊕3,S_9⊕3])"
20,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_5⊕1])"
20,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_27,S_30])"
20,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,1,{0},{0,2}),S_1,S_2,S_27,S_29,S_31,S_5⊕1,S_7⊕3,S_9⊕3])"
20,"(2,0,{1,2},{},[(1,1,{3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_29,S_31,S_5⊕1,S_6])"
20,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_6])"
20,"(2,0,{1,2},{},[(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1},{}),S_1,S_2])"
20,"(2,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_1⊕3,S_5⊕1,S_6,S_9⊕3])"
20,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_1⊕3,S_2,S_31,S_5⊕1,S_9⊕3])"
20,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_18⊕1,S_2,S_7⊕1])"
20,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_5⊕1,S_9⊕3])"
20,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_5⊕1,S_7⊕1])"
20,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_5⊕1,S_7⊕1])"
20,"(2,0,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),(3,3,{2},{0,2}),S_30,S_3⊕1])"
20,"(2,0,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),S_1,S_30,S_5⊕1])"
20,"(2,0,{1},{1},[S_2,S_3⊕1,S_5⊕1])"
20,"(2,0,{2,4},{},[(1,4,{1},{}),(3,4,{1,3},{}),S_1,S_2,S_5⊕1,S_7⊕3,S_9⊕3])"
20,"(2,3,{0,1,2},{},[(3,4,{0,3},{}),S_1,S_18⊕1,S_1⊕1,S_29])"
20,"(2,3,{0,2},{},[S_1,S_1⊕1,S_22⊕3])"
20,"(2,3,{2},{},[S_1,S_1⊕1,S_1⊕3,S_29])"
20,"(3,0,{1},{1},[(2,1,{0},{0}),S_2,S_3⊕1])"
20,"(3,1,{3},{},[S_22,S_3,S_5,S_8])"
20,"(4,0,{1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_27,S_31,S_6,S_9⊕3])"
20,"(4,0,{1,2,4},{},[(1,4,{1,2},{}),(3,1,{0,3},{}),S_1,S_14⊕2,S_27,S_29,S_31,S_7⊕3,S_9⊕3])"
20,"(4,0,{1,2,4},{},[(2,4,{0,1,2,3},{}),S_1,S_14⊕1,S_1⊕3])"
20,"(4,0,{1,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12⊕2,S_2])"
20,"(4,2,{3},{0,3},[(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_2,S_23,S_5])"
20,"(4,4,{1},{1,2},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_19,S_2,S_3⊕1])"
19,"(0,3,{0,1,2,4},{},[(1,4,{0,1,2,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_2,S_27])"
19,"(0,3,{0,1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(1,4,{1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1⊕3,S_2,S_27,S_29,S_31,S_6⊕1])"
19,"(1,0,{1,2},{},[(2,4,{0,1,2,3},{}),(3,1,{0,3},{}),S_1,S_1⊕3,S_6])"
19,"(1,0,{1,2},{},[S_1,S_1⊕3,S_29])"
19,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,4,{1,3},{}),S_1,S_1⊕3,S_22,S_22⊕2,S_27,S_5⊕1,S_7⊕3,S_9⊕3])"
19,"(1,0,{1},{},[(2,4,{2,3},{}),S_1,S_14⊕2])"
19,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_14⊕2,S_27,S_2⊕2,S_30,S_9⊕3])"
19,"(1,1,{3},{0,3},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,2,{0},{0,1}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_2⊕1,S_3⊕1])"
19,"(1,2,{1,3},{},[S_12,S_19,S_22,S_23,S_2⊕1,S_4,S_8])"
19,"(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_6,S_9])"
19,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕1,S_18⊕1,S_27,S_30])"
19,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,4,{0,1,3},{}),S_1,S_12,S_27,S_6])"
19,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_7⊕3,S_9,S_9⊕3])"
19,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{3},{}),S_1,S_1⊕3,S_2,S_22,S_27,S_2⊕2,S_30,S_31,S_7⊕3,S_9⊕3])"
19,"(2,0,{1,2},{},[(1,1,{3},{}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),S_1,S_12,S_27,S_6,S_9])"
19,"(2,0,{1,2},{},[(1,1,{3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_1⊕3,S_5⊕1,S_6])"
19,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_5⊕1])"
19,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_1⊕3,S_2,S_29,S_31,S_5⊕1,S_9⊕3])"
19,"(2,0,{1},{1,3},[(3,1,{0},{0,2}),S_2,S_3⊕1,S_5⊕1])"
19,"(2,0,{1},{1},[S_1,S_2,S_30,S_5⊕1])"
19,"(2,0,{2},{},[(3,4,{3},{}),S_1,S_1⊕3,S_2,S_22⊕1,S_29,S_30])"
19,"(2,1,{0,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7])"
19,"(2,1,{2},{},[S_12,S_1⊕3,S_22,S_22⊕3,S_29,S_31])"
19,"(2,2,{0,1},{},[(1,1,{3},{}),(3,1,{0,3},{}),(3,3,{2},{0,2}),S_1,S_12,S_27,S_30])"
19,"(2,2,{3},{0,1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_19,S_23,S_2⊕1,S_3⊕1])"
19,"(2,2,{3},{0,1,3},[(1,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_2,S_2⊕1,S_3⊕1])"
19,"(2,3,{0,1,2},{},[(0,1,{0,3},{}),(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_31,S_5⊕1])"
19,"(2,3,{1,2},{},[(3,2,{0,3},{}),(3,4,{0,3},{}),S_13⊕1,S_14⊕1,S_30,S_6,S_6⊕1])"
19,"(2,3,{1,2},{},[(3,2,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕1,S_2,S_31])"
19,"(2,4,{0,1,2,3},{},[S_1,S_12,S_1⊕1,S_6,S_7])"
19,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕2,S_18⊕1,S_1⊕3,S_27,S_6])"
19,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,3},{}),S_1,S_14⊕2,S_1⊕3])"
19,"(4,0,{1,2,4},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_14⊕2,S_31])"
19,"(4,0,{1,3,4},{},[(1,4,{0,1},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_21,S_6])"
19,"(4,0,{4},{},[(1,4,{1},{}),(2,1,{0},{0}),(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{2,3},{}),S_1,S_12,S_15,S_7⊕3,S_9])"
19,"(4,2,{1},{1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_3⊕1])"
19,"(4,2,{1},{1,3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_19,S_3⊕1,S_5⊕1])"
19,"(4,2,{3},{1,3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_2,S_23,S_2⊕1])"
19,"(4,3,{0,1,2,4},{},[(2,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),S_1,S_18⊕1,S_1⊕1])"
19,"(4,4,{3},{0,1},[(2,3,{2},{0,1}),(3,2,{0},{0,1}),(3,3,{2},{0,2}),S_2⊕1,S_3⊕1])"
18,"(0,3,{0,2},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),S_27,S_29,S_5⊕1,S_7⊕3])"
18,"(0,3,{0,2},{},[(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
18,"(1,0,{1,2,3},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_16,S_16⊕1,S_18⊕1,S_8])"
18,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_27,S_9,S_9⊕3])"
18,"(1,0,{1},{},[(2,2,{0},{1}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_22⊕2,S_2⊕2,S_7⊕3,S_8,S_9⊕3])"
18,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),S_1,S_22,S_22⊕2,S_27,S_7⊕3,S_9,S_9⊕3])"
18,"(1,0,{1},{},[(2,3,{0},{0,1}),S_1,S_12,S_22,S_22⊕2,S_9])"
18,"(1,0,{1},{},[(2,3,{0},{0,1}),S_1,S_22,S_22⊕2,S_9])"
18,"(1,0,{1},{},[S_1,S_11,S_12,S_22,S_23,S_3⊕1])"
18,"(1,2,{0,1},{},[S_1,S_11,S_12,S_19,S_6,S_8])"
18,"(1,2,{0,1},{},[S_1,S_12,S_3⊕1,S_6])"
18,"(1,2,{1,3},{},[S_22,S_5,S_8])"
18,"(1,2,{1},{},[S_1,S_12,S_19,S_22,S_23])"
18,"(1,2,{3},{3},[(3,3,{2},{0,2}),S_19,S_23,S_2⊕1,S_30,S_3⊕1,S_5⊕1])"
18,"(1,2,{3},{3},[(3,3,{2},{0,2}),S_23,S_2⊕1,S_30,S_3⊕1])"
18,"(1,2,{3},{},[S_1,S_12,S_22,S_3⊕1,S_5,S_8])"
18,"(1,3,{1,2},{},[(0,1,{0,3},{}),S_1,S_29,S_3⊕2])"
18,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1⊕3,S_6])"
18,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1⊕3,S_5⊕1,S_6])"
18,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27])"
18,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_27,S_31,S_5⊕1])"
18,"(2,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_14⊕1,S_18⊕1,S_1⊕3,S_6,S_9⊕3])"
18,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_1⊕3,S_29,S_31,S_9⊕3])"
18,"(2,0,{1,4},{},[(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_12,S_21,S_6])"
18,"(2,0,{2},{},[S_1,S_14⊕1,S_1⊕3,S_29,S_31])"
18,"(2,2,{3},{0,1,3},[(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_2,S_23,S_2⊕1])"
18,"(2,2,{3},{0,3},[(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_2,S_2⊕1,S_3⊕1])"
18,"(2,2,{3},{3},[(3,3,{2},{0,2}),S_2,S_2⊕1,S_3⊕1])"
18,"(2,3,{0,1,2,4},{},[(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_30,S_6,S_6⊕1])"
18,"(2,3,{0,2},{},[S_1,S_29,S_31,S_5⊕1,S_9⊕3])"
18,"(2,3,{1,2},{},[(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_22⊕3,S_27,S_29,S_30,S_6⊕1])"
18,"(2,3,{2},{},[S_1,S_1⊕1,S_1⊕3,S_29,S_31])"
18,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕2,S_1⊕3,S_27,S_29,S_31,S_9⊕3])"
18,"(4,0,{1,2,4},{},[(2,1,{0},{0}),(2,4,{0,1,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_14⊕2,S_31])"
18,"(4,0,{1,2,4},{},[(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_18⊕1,S_31,S_7⊕1])"
18,"(4,0,{1,2},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_13⊕2,S_31])"
18,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,4,{1,3},{}),S_1,S_22,S_22⊕2,S_27,S_5⊕1,S_7⊕3])"
18,"(4,0,{1,4},{},[(1,4,{1,2},{}),S_1,S_14⊕2,S_22⊕2,S_27])"
18,"(4,2,{3},{3},[(3,3,{2},{0,2}),S_2,S_23,S_5])"
18,"(4,4,{3},{0,3},[(2,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_19,S_2,S_2⊕1])"
18,"(4,5,{0,1,2},{},[(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_12,S_14⊕1,S_29,S_8])"
18,"(4,5,{1,2,4},{},[(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_1⊕1,S_29,S_8])"
17,"(0,0,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_2,S_30])"
17,"(0,0,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),S_2,S_30])"
17,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_14⊕1,S_1⊕1,S_2])"
17,"(0,3,{0,2},{},[(3,4,{1,3},{}),S_2,S_31,S_5⊕1])"
17,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_12,S_18⊕1,S_1⊕3,S_22,S_5⊕1])"
17,"(1,0,{1,2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_11,S_12,S_30,S_9⊕3])"
17,"(1,0,{1},{},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),S_1,S_22,S_22⊕2,S_7⊕3])"
17,"(1,0,{1},{},[(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),(3,4,{1,3},{}),S_1,S_12,S_1⊕3,S_22,S_27,S_30,S_5⊕1,S_7⊕3,S_9⊕3])"
17,"(1,0,{1},{},[S_1,S_15,S_3⊕1,S_8])"
17,"(1,2,{1},{0},[S_1,S_23])"
17,"(1,2,{3},{},[S_1,S_11,S_3⊕1,S_4,S_6,S_8])"
17,"(1,4,{1,3},{},[S_12,S_19,S_22,S_4,S_5,S_8,S_9])"
17,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_2,S_7,S_7⊕1])"
17,"(2,0,{1,2,4},{},[(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_27,S_31,S_6])"
17,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_1⊕3,S_27,S_31,S_9⊕3])"
17,"(2,0,{1,2},{},[(1,4,{1,2},{}),(3,1,{0,3},{}),S_1,S_27,S_29,S_31,S_9⊕3])"
17,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_30])"
17,"(2,0,{1},{1},[S_1,S_2,S_30])"
17,"(2,0,{2},{},[(1,4,{1},{}),(3,4,{1,3},{}),S_1,S_2,S_22⊕1,S_31,S_5⊕1,S_9⊕3])"
17,"(2,0,{2},{},[(1,4,{1},{}),S_1,S_2,S_30,S_9⊕3])"
17,"(2,0,{2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_11⊕1,S_12,S_2,S_22,S_22⊕1,S_29,S_30,S_5⊕1,S_9⊕3])"
17,"(2,0,{2},{},[S_1,S_16⊕1,S_2,S_31,S_5⊕1,S_7⊕1,S_9⊕3])"
17,"(2,2,{1},{0,1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),S_2,S_3⊕1])"
17,"(2,2,{1},{0,3},[(1,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,3,{2},{0,2}),S_1,S_19,S_23,S_3⊕1,S_5⊕1])"
17,"(2,2,{1},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_30,S_3⊕1,S_5⊕1])"
17,"(2,2,{3},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_2,S_23,S_2⊕1])"
17,"(2,3,{0,1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_18⊕1,S_5⊕1,S_6⊕1])"
17,"(2,3,{0,1,2},{},[(3,4,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_23⊕1,S_29,S_6⊕1])"
17,"(2,3,{0,1,2},{},[(3,4,{0,3},{}),S_1,S_2,S_29,S_31])"
17,"(2,3,{2},{},[S_1,S_1⊕3,S_29,S_30,S_31,S_6⊕1])"
17,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_27,S_6])"
17,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,3},{}),S_1,S_14⊕2])"
17,"(4,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_14⊕2,S_2,S_31])"
17,"(4,0,{1,2,4},{},[(2,4,{0,1,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_1⊕3,S_29])"
17,"(4,0,{1,3,4},{},[(3,1,{0,2},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_16,S_16⊕1,S_7⊕1,S_8])"
16,"(0,0,{1},{1},[S_2,S_5⊕1])"
16,"(1,0,{1,2,3,4},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_13,S_16⊕1,S_18⊕1])"
16,"(1,0,{1,2},{},[(2,4,{0,1,2,3},{}),(2,4,{2,3},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕2,S_1⊕3,S_6])"
16,"(1,0,{1,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_22,S_22⊕2])"
16,"(1,0,{1},{3},[(3,1,{0},{0,2}),S_1,S_23,S_2⊕2,S_30,S_5⊕1])"
16,"(1,0,{1},{},[(2,2,{0},{0,1}),S_1,S_15,S_22⊕2,S_7⊕3,S_9])"
16,"(1,0,{1},{},[(3,1,{0,3},{}),S_1,S_1⊕3])"
16,"(1,0,{1},{},[(3,3,{0},{0,1}),S_12,S_22,S_23,S_27])"
16,"(1,0,{1},{},[(3,3,{2},{0,1,2}),S_1,S_12,S_7⊕3,S_9])"
16,"(1,0,{1},{},[S_1,S_6,S_8])"
16,"(1,2,{1,3},{},[S_1,S_12,S_15,S_2⊕1,S_3⊕1])"
16,"(1,2,{1,3},{},[S_1,S_12,S_15,S_2⊕1,S_8])"
16,"(1,2,{1},{},[S_11,S_12,S_19,S_22,S_23,S_2⊕1])"
16,"(1,3,{1,2},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),S_1,S_18⊕1,S_22⊕3,S_27])"
16,"(1,4,{2},{0,2,3},[(2,2,{0},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),S_1,S_2⊕1,S_3⊕1])"
16,"(1,4,{2},{0,2,3},[(2,2,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),S_2⊕1,S_3⊕1])"
16,"(1,4,{3},{0,3},[(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{2},{0,2}),S_2⊕1,S_2⊕2,S_3⊕1])"
