enc	genome
3A|477A88a	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[(2,2,{0},{1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_27,S_6,S_9]),(1,2,{1,3},{},[S_1,S_12,S_18,S_2⊕1,S_3⊕1,S_5]),(1,4,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_9]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_13⊕1,S_14,S_14⊕1,S_18⊕1,S_30]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_18⊕1,S_5⊕1,S_7,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_5⊕1,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_18⊕1,S_2,S_3⊕1,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_18⊕1,S_5⊕1,S_7⊕1]),(2,2,{3},{0,3},[(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_2,S_23,S_2⊕1,S_5⊕1]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_18,S_18⊕1,S_2,S_8]),(4,0,{1,3,4},{},[(3,1,{0,2,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_18,S_18⊕1,S_7⊕1,S_8]),(4,0,{1,3,4},{},[(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12⊕2,S_18,S_7⊕1,S_8]),(4,4,{3},{0},[(2,2,{0},{1}),(3,3,{2},{0,2}),S_1,S_15,S_2,S_5]),S_27⊕1])
3A|2277A88a	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[(2,2,{0},{1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_27,S_6,S_9]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_7]),(1,4,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_9]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_13⊕1,S_14,S_14⊕1,S_18⊕1,S_30]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_18⊕1,S_5⊕1,S_7,S_7⊕1]),(2,0,{1,2,3},{},[(3,1,{0,2,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_5⊕1,S_7⊕1]),(2,0,{1,2,3},{},[(3,1,{0,2,3},{}),S_1,S_18⊕1,S_2,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_18⊕1,S_5⊕1,S_7⊕1]),(2,2,{3},{0,3},[(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_2,S_23,S_2⊕1,S_5⊕1]),(3,1,{0,2,3},{},[S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,0,{1,3,4},{},[(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12⊕2,S_18,S_7⊕1,S_8]),(4,0,{1,3,4},{},[(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12⊕2,S_7,S_7⊕1]),(4,0,{1,3,4},{},[(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_2,S_7,S_7⊕1]),(4,4,{3},{0},[(2,2,{0},{1}),(3,3,{2},{0,2}),S_1,S_15,S_2,S_5]),S_27⊕1])
3A|BC|77A88BaC	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_12,S_12⊕2,S_21,S_6]),(1,4,{0,1},{},[S_1,S_16,S_21,S_23,S_3⊕1,S_5]),(2,0,{1,2,3},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_18⊕1,S_7,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_16⊕1,S_18⊕1,S_2,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_16⊕1,S_3⊕1,S_5⊕1,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_18⊕1,S_5⊕1,S_7⊕1]),(2,2,{3},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_2,S_23,S_2⊕1,S_5⊕1]),(3,1,{0,3},{},[S_16,S_18,S_1⊕1,S_2⊕1,S_7]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,0,{1,3,4},{},[(3,1,{0,2},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_16,S_16⊕1,S_7⊕1,S_8]),(4,0,{1,3,4},{},[(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12⊕2,S_18,S_7⊕1,S_8])])
3A|2727a8A8	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_14⊕2,S_6]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_6,S_8]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_7]),(2,0,{1,2,3},{},[(3,1,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_18⊕1,S_2,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_18⊕1,S_2,S_31,S_5⊕1,S_7⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_18⊕1,S_2,S_7⊕1]),(2,2,{1},{0,1,3},[(3,3,{0},{0,1,2}),S_2,S_3⊕1,S_5⊕1]),(2,2,{3},{0,1,3},[(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_2,S_2⊕1,S_3⊕1,S_5⊕1]),(3,0,{1,2,3},{},[S_1,S_14⊕2,S_2,S_31,S_7⊕1]),(3,1,{0,3},{},[S_12,S_14,S_15,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,0,{1,2,4},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_15,S_18⊕1,S_1⊕3,S_31,S_5⊕1,S_8]),(4,0,{1,2,4},{},[(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_1⊕3,S_2,S_31,S_7⊕1]),S_1⊕1])
7ABC8a|4,ABC	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[S_1,S_12,S_23,S_6,S_8]),(1,0,{1},{},[S_1,S_3⊕1,S_8]),(1,1,{3},{0},[S_15,S_23,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_5]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_3⊕1,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1])])
3A|7BCD8a|A,BCD	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[S_1,S_12,S_23,S_6,S_8]),(1,0,{1},{},[S_1,S_3⊕1]),(1,1,{3},{0},[S_15,S_23,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_5]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_3⊕1,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1])])
3A|ABCD|7BCD8a	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[S_1,S_12,S_23,S_6,S_8]),(1,0,{1},{},[S_1,S_3⊕1]),(1,1,{3},{0},[S_15,S_23,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_5]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_3⊕1,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1])])
3A|ABCD|7BDC8a	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6]),(1,0,{1},{},[S_1,S_12,S_23,S_6,S_8]),(1,0,{1},{},[S_1,S_3⊕1]),(1,1,{3},{0},[S_15,S_23,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_5]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_3⊕1,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1])])
27ABa8|2,3AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_3⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_12⊕1,S_1⊕1,S_2,S_23⊕1,S_4⊕1,S_8⊕1])
27a8AB|2,3AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_21,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{3},{0},[S_1,S_15,S_23,S_2⊕1,S_3⊕1,S_5]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_12⊕1,S_1⊕1,S_2,S_21⊕1,S_4⊕1,S_8⊕1])
4ABa|2,3AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_3⊕1,S_4,S_5,S_6,S_8]),(1,2,{1},{0},[S_1,S_3⊕1]),(3,0,{3},{2},[S_15,S_3,S_3⊕1]),(3,1,{0},{0,2},[S_1⊕1,S_2⊕1,S_3,S_5]),(3,4,{0,3},{},[S_1,S_18,S_2⊕1,S_3,S_8]),S_12⊕1,S_18⊕1,S_2,S_4⊕1,S_8⊕1])
AB|2ACDa|3,BCD	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,1,{0,3},{},[S_11,S_15,S_2⊕1,S_4,S_5,S_8]),(1,2,{1,3},{},[S_11,S_12,S_18,S_21,S_2⊕1,S_6,S_8]),(1,4,{0,1},{},[S_1,S_21,S_23,S_7]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_7]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),S_12⊕1,S_2,S_8⊕1])
2A3B|27a8AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,1,{3},{0},[S_15,S_23,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_21,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_12,S_21,S_2⊕1,S_4,S_6,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_12⊕1,S_2,S_21⊕1,S_4⊕1,S_8⊕1])
27ABa8|3,2AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_12⊕1,S_1⊕1,S_2,S_23⊕1,S_4⊕1,S_8⊕1])
27ABa8|2,3,AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_12⊕1,S_1⊕1,S_2,S_23⊕1,S_4⊕1,S_8⊕1])
4ABa|3,2AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_18,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_3⊕1,S_4,S_5,S_6,S_8]),(1,2,{1},{0},[S_1,S_3⊕1]),(3,0,{3},{2},[S_15,S_3,S_3⊕1]),(3,1,{0},{0,2},[S_1⊕1,S_2⊕1,S_5]),S_12⊕1,S_18⊕1,S_2,S_4⊕1,S_8⊕1])
27a8AB|3,2AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_21,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{3},{0},[S_1,S_15,S_23,S_2⊕1,S_3⊕1]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_12⊕1,S_1⊕1,S_2,S_21⊕1,S_4⊕1,S_8⊕1])
27a8AB|2,3,AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_21,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{3},{0},[S_1,S_15,S_23,S_2⊕1,S_3⊕1]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_12⊕1,S_1⊕1,S_2,S_21⊕1,S_4⊕1,S_8⊕1])
4ABa|2,3,AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_15,S_3⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_3⊕1,S_4,S_5,S_6,S_8]),(1,2,{1},{0},[S_1,S_3⊕1]),(3,0,{3},{2},[S_15,S_3,S_3⊕1]),(3,1,{0},{0,2},[S_1⊕1,S_2⊕1,S_5]),S_12⊕1,S_18⊕1,S_2,S_4⊕1,S_8⊕1])
3AaB|AB,2728	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_27,S_2⊕2,S_30,S_3⊕1]),(1,0,{1},{3},[(3,1,{0},{0,2}),S_1,S_23,S_30,S_5⊕1]),(1,0,{1},{},[S_1,S_8]),(1,1,{0,3},{},[S_21,S_23,S_2⊕1,S_3⊕1,S_4,S_8]),(1,2,{1},{0},[S_1,S_3⊕1]),(2,0,{1},{},[(3,1,{0},{0,2}),S_1,S_12,S_2,S_27,S_2⊕2]),S_27⊕1,S_2⊕3])
3AaB|12,AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_27,S_2⊕2,S_30,S_3⊕1]),(1,0,{1},{},[S_1,S_8]),(1,1,{0,3},{},[S_21,S_23,S_2⊕1,S_3⊕1,S_4,S_8]),(1,2,{1},{0},[S_1,S_3⊕1]),(2,0,{1},{3},[(3,1,{0},{0,2}),S_1,S_2,S_23,S_30,S_5⊕1]),(2,0,{1},{},[(3,1,{0},{0,2}),S_1,S_12,S_2,S_27,S_2⊕2]),(2,0,{1},{},[S_1,S_2,S_27]),S_27⊕1,S_2⊕3])
23ABa|27AB8	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6,S_8]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,2,{0,1,3},{},[S_1,S_1⊕1,S_21,S_3⊕1,S_8]),S_12⊕1,S_19⊕1,S_1⊕1,S_21⊕1,S_8⊕1])
4A|377a8A8	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,1,{3},{0},[S_15,S_23,S_2⊕1,S_3⊕1,S_5]),(1,1,{3},{0},[S_19,S_23,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_15,S_19,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_18,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8]),(1,2,{3},{},[S_1,S_12,S_15,S_23,S_2⊕1,S_4]),S_15⊕1,S_2,S_8⊕1])
4A|57a8A	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,1,{3},{0},[S_19,S_23,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_19,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,2,{1,3},{},[S_12,S_21,S_2⊕1,S_4,S_6,S_8]),(1,2,{3},{},[S_1,S_12,S_15,S_23,S_2⊕1,S_4]),S_2,S_8⊕1])
4A|377Aa88	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1},{},[S_1,S_21,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_18,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,4,{1,3},{},[S_1,S_12,S_13,S_21,S_23,S_2⊕1,S_6,S_9]),(1,4,{1},{},[S_1,S_12,S_2⊕1,S_9]),S_13⊕1,S_2,S_23⊕1])
4A|57Aa8	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{0,1},{},[S_1,S_21,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,4,{1,3},{},[S_1,S_12,S_21,S_23,S_2⊕1,S_6,S_9]),(1,4,{1},{},[S_1,S_12,S_2⊕1,S_9]),S_2,S_23⊕1])
1AB|23ABa	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),S_12⊕1,S_19⊕1,S_1⊕1,S_21⊕1,S_8⊕1])
4AB|3A7a8B	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_15,S_23,S_8]),(1,0,{1},{},[S_1,S_3⊕1]),(1,1,{3},{0},[S_19,S_23,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(1,2,{1},{},[S_1,S_12,S_19,S_6,S_8]),(3,1,{0,3},{},[S_12,S_15,S_1⊕1,S_21,S_2⊕1,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_8⊕1])
3A7a8B|4,AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_15,S_23]),(1,0,{1},{},[S_1,S_3⊕1]),(1,1,{3},{0},[S_19,S_23,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(1,2,{1},{},[S_1,S_12,S_19,S_6,S_8]),(3,1,{0,3},{},[S_12,S_15,S_1⊕1,S_21,S_2⊕1,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_3⊕1,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_8⊕1])
AB|1AC|3BaC	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_15]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_4,S_6,S_8]),(1,2,{1},{0},[S_1,S_3⊕1]),(1,2,{3},{},[S_1,S_12,S_15,S_23,S_2⊕1,S_4]),S_1⊕1,S_4⊕1,S_8⊕1])
4AB|37AaB8	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_18,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,4,{1,3},{},[S_1,S_15,S_16,S_2⊕1,S_8,S_9]),(1,4,{1},{},[S_1,S_12,S_2⊕1,S_6,S_9]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(3,4,{0,1},{},[S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_8]),S_2])
37AaB8|4,AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_18,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,4,{1,3},{},[S_1,S_15,S_16,S_2⊕1,S_9]),(1,4,{1},{},[S_1,S_12,S_2⊕1,S_6,S_9]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(3,4,{0,1},{},[S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_8]),S_2])
4AB|5AaB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,4,{1,3},{},[S_1,S_15,S_16,S_2⊕1,S_8,S_9]),(1,4,{1},{},[S_1,S_12,S_2⊕1,S_6,S_9]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(3,4,{0,1},{},[S_16,S_1⊕1,S_21,S_2⊕1,S_8]),S_2])
5AaB|4,AB	(0,3,{0,2},{},[(1,0,{1,3},{},[S_1,S_21,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_8]),(1,4,{1,3},{},[S_1,S_15,S_16,S_2⊕1,S_9]),(1,4,{1},{},[S_1,S_12,S_2⊕1,S_6,S_9]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(3,4,{0,1},{},[S_16,S_1⊕1,S_21,S_2⊕1,S_8]),S_2])
