enc	genome
AB|ACD|5CBDa	(0,0,{1,2,4},{},[(1,1,{0,3},{},[S_12,S_15,S_19,S_2⊕1,S_3⊕1,S_4]),(1,2,{0,1,3},{},[S_12,S_18,S_21,S_2⊕1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_19,S_21,S_6,S_8]),(1,4,{1,2,3},{},[S_12,S_2⊕1,S_4,S_6,S_9]),(1,4,{1,3},{},[S_1,S_12,S_4,S_5,S_9]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),S_2,S_4⊕1])
AB|ACD|5CBaD	(0,0,{1,2,4},{},[(1,1,{0,3},{},[S_12,S_15,S_19,S_2⊕1,S_3⊕1,S_4]),(1,2,{0,1,3},{},[S_12,S_19,S_21,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_21,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_4,S_6,S_8]),(1,4,{1,2,3},{},[S_12,S_16,S_21,S_2⊕1,S_4,S_6,S_8,S_9]),(1,4,{1,2,3},{},[S_12,S_21,S_2⊕1,S_4,S_6,S_9]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),(3,4,{0,1},{},[S_16,S_1⊕1,S_21,S_2⊕1,S_8]),(3,4,{1,3},{},[S_1,S_1⊕1,S_5,S_8,S_9]),S_2,S_4⊕1])
ABC|ADE|2BDEaC	(0,0,{1,2,4},{},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(1,1,{3},{},[S_12,S_2⊕1,S_4,S_7,S_9]),(1,2,{1,3},{},[S_11,S_12,S_18,S_21,S_2⊕1,S_6,S_8]),(1,4,{0,1,2,3},{},[S_11,S_12,S_18,S_2⊕1,S_4,S_6,S_8,S_9]),(2,4,{0,2,3},{},[S_1,S_12,S_1⊕1,S_21,S_2⊕1]),(3,1,{0,2,3},{},[S_12,S_16,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_1⊕1,S_2⊕1,S_7,S_8]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),S_28])
2AB|237ABa8	(0,0,{1,2,4},{},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_6,S_8]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{1,3},{},[S_12,S_16,S_21,S_23,S_2⊕1,S_4,S_6]),(2,1,{0,2,3},{},[S_12,S_1⊕1,S_21,S_2⊕1]),(3,1,{0,2,3},{},[S_12,S_16,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_14,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,1,{0},{0},[S_15,S_1⊕1,S_23,S_2⊕1]),(3,2,{0,1,3},{},[S_1,S_1⊕1,S_21,S_3⊕1,S_8]),S_28,S_4⊕1])
ABCa|27A2BC8	(0,0,{1,2,4},{},[(1,1,{3},{0,2,3},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1,S_3⊕1]),(1,1,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_12,S_15,S_2⊕1,S_5]),(1,2,{0,1},{},[S_1,S_11,S_12,S_23,S_6]),(1,2,{1,3},{},[S_1,S_11,S_12,S_3⊕1,S_5,S_6,S_8]),(1,2,{3},{3},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_1,S_23,S_2⊕1,S_30,S_3⊕1,S_5⊕1]),(1,2,{3},{3},[(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_15,S_23,S_2⊕1,S_3⊕1,S_5,S_5⊕1]),(1,2,{3},{},[S_1,S_11,S_12,S_15,S_23,S_2⊕1,S_3⊕1,S_4,S_5]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_4,S_5,S_8]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_5,S_8]),(1,4,{1,2},{},[(2,2,{0},{1}),(2,3,{0},{0,1}),S_1,S_12,S_2⊕1,S_3⊕1,S_5⊕1]),(1,4,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_1,S_12,S_2⊕1]),(1,4,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),S_1,S_12,S_2⊕1]),(1,4,{3},{2},[(2,3,{0},{0,1}),S_1,S_23,S_2⊕1,S_3⊕1,S_5⊕1]),(2,2,{3},{},[S_1,S_11,S_1⊕1,S_2⊕1,S_3⊕1]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{0},[S_1⊕1,S_2⊕1,S_3,S_5]),(3,1,{0},{2},[S_1⊕1,S_2⊕1,S_5]),(3,2,{1,3},{},[S_1,S_15,S_1⊕1,S_8]),(3,2,{3},{0},[S_1,S_15,S_1⊕1,S_23,S_3⊕1,S_5]),S_2,S_4⊕1])
ABCa|27A2CB8	(0,0,{1,2,4},{},[(1,1,{3},{0,2,3},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1,S_3⊕1]),(1,1,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_12,S_15,S_2⊕1,S_5]),(1,2,{0,1},{},[S_1,S_11,S_12,S_23,S_6]),(1,2,{1,3},{},[S_1,S_11,S_12,S_3⊕1,S_5,S_6,S_8]),(1,2,{3},{3},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_1,S_23,S_2⊕1,S_30,S_3⊕1,S_5⊕1]),(1,2,{3},{3},[(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_15,S_23,S_2⊕1,S_3⊕1,S_5,S_5⊕1]),(1,2,{3},{},[S_1,S_11,S_12,S_15,S_23,S_2⊕1,S_3⊕1,S_4,S_5]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_4,S_5,S_8]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_5,S_8]),(1,4,{1,2},{},[(2,2,{0},{1}),(2,3,{0},{0,1}),S_1,S_12,S_2⊕1,S_3⊕1,S_5⊕1]),(1,4,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_1,S_12,S_2⊕1]),(1,4,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),S_1,S_12,S_2⊕1]),(1,4,{3},{2},[(2,3,{0},{0,1}),S_1,S_23,S_2⊕1,S_3⊕1,S_5⊕1]),(2,2,{3},{},[S_1,S_11,S_1⊕1,S_2⊕1,S_3⊕1]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{0},[S_1⊕1,S_2⊕1,S_3,S_5]),(3,1,{0},{2},[S_1⊕1,S_2⊕1,S_5]),(3,2,{1,3},{},[S_1,S_15,S_1⊕1,S_8]),(3,2,{3},{0},[S_1,S_15,S_1⊕1,S_23,S_3⊕1,S_5]),S_2,S_4⊕1])
4A|277Aa88	(0,0,{1,2,4},{},[(1,1,{3},{},[S_12,S_13,S_14,S_16,S_2⊕1,S_4,S_5]),(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_14,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_18,S_2⊕1,S_3⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_7]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),S_13⊕1,S_16⊕1,S_2,S_5⊕1])
2AB|277ABa88	(0,0,{1,2,4},{},[(1,1,{3},{},[S_12,S_13,S_14,S_16,S_2⊕1,S_4,S_5]),(1,2,{1,3},{},[S_1,S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_3⊕1,S_4,S_5,S_6,S_8]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(3,1,{0,2,3},{},[S_12,S_16,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_13,S_18,S_1⊕1,S_4,S_5]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{2},[S_1⊕1,S_2⊕1,S_5]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_3⊕1,S_8]),S_28,S_4⊕1])
2AB|227ABa8	(0,0,{1,2,4},{},[(1,1,{3},{},[S_12,S_16,S_2⊕1,S_4,S_5,S_7]),(1,2,{1,3},{},[S_1,S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(3,1,{0,2,3},{},[S_12,S_16,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,2,3},{},[S_12,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,2,3},{},[S_14,S_16,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,1,{0},{2},[S_1⊕1,S_2⊕1,S_5]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_2⊕1,S_7,S_8]),S_12⊕1,S_28,S_4⊕1])
4A|227Aa8	(0,0,{1,2,4},{},[(1,1,{3},{},[S_12,S_16,S_2⊕1,S_4,S_5,S_7]),(1,2,{1,3},{},[S_1,S_12,S_14,S_2⊕1,S_3⊕1]),(1,3,{0,1},{},[S_1,S_2⊕1,S_7]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_7]),(3,1,{0,2,3},{},[S_14,S_16,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),S_12⊕1,S_16⊕1,S_2,S_5⊕1])
2ABC|4ACaB	(0,0,{1,2,4},{},[(1,1,{3},{},[S_12,S_3⊕1,S_4,S_5,S_9]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,4,{1,2,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_8,S_9]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{3},{},[S_1,S_12,S_2⊕1,S_4,S_9]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_4,S_5,S_7]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_8]),(3,4,{0,3},{},[S_1,S_18,S_2⊕1,S_3,S_8]),S_27,S_28,S_4⊕1])
2AB|237AaB8	(0,0,{1,2,4},{},[(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_5,S_8]),(1,4,{0,1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{1,2,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_9]),(1,4,{1,2,3},{},[S_12,S_21,S_2⊕1,S_4,S_5,S_9]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_9]),(1,4,{1,3},{},[S_1,S_12,S_3⊕1,S_5,S_9]),(1,4,{1,3},{},[S_12,S_16,S_21,S_23,S_2⊕1,S_4,S_6]),(1,4,{3},{},[S_1,S_12,S_2⊕1,S_4,S_9]),(2,1,{0,2,3},{},[S_12,S_1⊕1,S_21,S_2⊕1]),(3,1,{0,2,3},{},[S_12,S_16,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,2,3},{},[S_12,S_1⊕1,S_21,S_2⊕1,S_4]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),S_28,S_4⊕1])
2ABC|22ACaB	(0,0,{1,2,4},{},[(1,4,{0,1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{1,2,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_8,S_9]),(1,4,{1,3},{},[S_1,S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(1,4,{3},{},[S_1,S_12,S_2⊕1,S_4,S_9]),(3,1,{0,2,3},{},[S_12,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_2⊕1,S_7,S_8]),S_12⊕1,S_28,S_4⊕1])
ABa|2A34B	(0,0,{1,2},{1},[(1,1,{0,3},{},[S_12,S_15,S_19,S_2⊕1,S_3⊕1,S_4]),(1,1,{0},{0,2},[S_2⊕1,S_5]),(1,1,{3},{0,2,3},[(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1]),(1,1,{3},{0,3},[(2,3,{0},{0,1}),(3,2,{0},{0,1}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_2⊕1,S_3⊕1]),(1,1,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_12,S_15,S_2⊕1,S_5]),(1,2,{1,3},{},[S_1,S_12,S_23,S_2⊕1,S_3⊕1,S_8]),(1,2,{3},{0,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_19,S_23,S_2⊕1]),(1,4,{1,2},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{2},{0,2}),S_1,S_12,S_2⊕1]),(1,4,{3},{0,2,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),S_19,S_2⊕1,S_3⊕1]),(1,4,{3},{0},[(2,2,{0},{1}),(2,3,{0},{0,1}),S_1,S_12,S_2⊕1]),(3,1,{0},{2},[S_1⊕1,S_2⊕1,S_5]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,2,{3},{0,3},[(2,3,{0},{0,1}),S_2,S_23,S_2⊕1]),S_2])
