enc	genome
23,277a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_23,S_2⊕1,S_4,S_5,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6,S_7]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{0,3},{},[S_12,S_14,S_15,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_13,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1,S_6]),S_1,S_2,S_5⊕1])
23,47a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6,S_7]),(3,1,{0,3},{},[S_12,S_14,S_15,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_7]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),S_1,S_2])
1,2738a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_23,S_2⊕1,S_4,S_5,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),(3,4,{0,1,3},{},[S_12,S_14,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_5,S_6,S_7,S_8]),S_1,S_2,S_4⊕1,S_5⊕1,S_8⊕1])
1,377a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_23,S_2⊕1,S_4,S_5,S_6,S_8]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),(3,2,{0,1,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),S_1,S_2,S_4⊕1,S_5⊕1,S_8⊕1])
12,27a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,1,{0},{0},[S_2⊕1,S_3,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),S_20])
1,25a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,4,{0,1,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_6,S_7,S_8]),S_1,S_2,S_4⊕1,S_8⊕1])
1,337a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,2,{0,1,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),S_1,S_12⊕1,S_2,S_4⊕1,S_8⊕1])
1,57a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,2,{0,1,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),S_1,S_2,S_4⊕1,S_8⊕1])
1,17a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_5,S_6]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),(3,2,{0,1,3},{},[S_12,S_14,S_18,S_1⊕1,S_5,S_6]),S_1,S_5⊕1])
1,277a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{0,3},{},[S_12,S_14,S_15,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_13,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),S_1,S_2,S_5⊕1])
1,47a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_14,S_15,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_7]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),S_1,S_2])
1,237a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_14,S_15,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_7,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),S_1,S_2,S_4⊕1,S_8⊕1])
1,34a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),S_1,S_2,S_4⊕1])
2728,27a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,2,3},{},[S_14,S_16,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,1,{0},{0},[S_2⊕1,S_3,S_5]),(3,1,{3},{},[S_12,S_16,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),S_20])
6,23a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(3,1,{0,2,3},{},[S_14,S_16,S_18,S_1⊕1,S_5,S_7]),(3,1,{0},{2},[S_2⊕1,S_3]),(3,1,{3},{},[S_12,S_15,S_16,S_18,S_1⊕1,S_4,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_20])
6,27a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1]),(3,1,{0,2,3},{},[S_14,S_16,S_18,S_1⊕1,S_5,S_7]),(3,1,{0},{2},[S_2⊕1,S_3]),(3,1,{3},{},[S_12,S_16,S_18,S_1⊕1,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_20])
3AB|27ABa8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_3⊕1]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,3,{2},{0,2},[S_2,S_2⊕1]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_2⊕1,S_7,S_8]),(3,4,{0,3},{},[S_1,S_18,S_2⊕1,S_3,S_8]),S_1,S_25,S_30])
5,277a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_23,S_2⊕1,S_4,S_5,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8]),(1,3,{0,1},{},[S_1,S_2⊕1,S_6,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),S_1,S_2,S_5⊕1])
5,273a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_23,S_2⊕1,S_4,S_5,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_18,S_21,S_2⊕1,S_6,S_8]),(1,3,{0,1},{},[S_1,S_2⊕1,S_6,S_7]),(1,4,{1,2,3},{},[S_12,S_2⊕1,S_4,S_5,S_6,S_9]),(1,4,{1,3},{},[S_1,S_12,S_13,S_21,S_23,S_2⊕1,S_6,S_9]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_7]),(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),S_1,S_2,S_4⊕1,S_5⊕1])
5,377a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_13,S_15,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_15,S_19,S_23,S_2⊕1,S_6,S_8]),(1,4,{1,3},{},[S_12,S_13,S_19,S_23,S_6,S_9]),(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),(3,2,{0,1,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),S_1,S_2,S_4⊕1,S_5⊕1,S_8⊕1])
5,34a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_12,S_18,S_21,S_2⊕1,S_6,S_8]),(1,3,{0,1},{},[S_1,S_2⊕1,S_6,S_7]),(1,4,{1,2,3},{},[S_12,S_2⊕1,S_4,S_5,S_6,S_9]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),S_1,S_2,S_4⊕1])
5,47a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8]),(1,3,{0,1},{},[S_1,S_2⊕1,S_6,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_7]),(3,2,{0,1,3},{},[S_12,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_6,S_8]),S_1,S_2])
2,3777a888	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_7,S_8]),(3,1,{0,3},{},[S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_16,S_18,S_1⊕1,S_2⊕1,S_7]),(3,1,{0},{0,2},[S_1⊕1,S_2⊕1,S_3,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,1,{3},{},[S_12,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_5,S_8]),(3,2,{0,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_8]),(3,4,{0,1,3},{},[S_12,S_14,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_5,S_6,S_7,S_8]),S_1,S_27,S_28])
22a,2738	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6,S_7]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_5,S_7,S_8]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_14,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_14,S_1⊕1,S_5,S_7,S_8]),(3,1,{0},{0},[S_2⊕1,S_3,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_5,S_7,S_8]),S_20])
4a,2738	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_5,S_7,S_8]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_14,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_14,S_18,S_3,S_5,S_8]),(3,1,{0},{0},[S_2⊕1,S_3,S_5]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1,S_6]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,4,{0,3},{},[S_1,S_18,S_3,S_5,S_8]),S_22,S_25])
2a,277388	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_13,S_15,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_12,S_15,S_18,S_21,S_2⊕1,S_4,S_5,S_6,S_8]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(3,2,{3},{},[S_1,S_1⊕1,S_8]),S_1,S_8⊕1])
1737a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_13,S_15,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_15,S_18,S_2⊕1,S_5,S_6]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(3,1,{0,3},{},[S_12,S_13,S_18,S_1⊕1,S_4,S_5]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_5]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,1,{3},{},[S_12,S_15,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_8]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_1,S_2,S_4⊕1])
1377a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_13,S_15,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,2,{1,3},{},[S_12,S_15,S_18,S_2⊕1,S_5,S_6]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(3,1,{0,3},{},[S_13,S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_8]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{0},{0},[S_1⊕1,S_5]),(3,1,{3},{},[S_12,S_15,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_8]),(3,1,{3},{},[S_12,S_16,S_18,S_1⊕1,S_5]),(3,1,{3},{},[S_12,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_5,S_8]),(3,4,{0,1},{},[S_16,S_18,S_1⊕1,S_2⊕1]),S_1,S_2])
2a,1728	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_13,S_15,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_15,S_18,S_2⊕1,S_5,S_6]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),S_1])
5777a888	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_12,S_21,S_2⊕1,S_4,S_6,S_8]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{0,3},{},[S_12,S_15,S_1⊕1,S_21,S_2⊕1,S_8]),(3,1,{0,3},{},[S_13,S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_8]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{3},{},[S_12,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_5,S_8]),(3,4,{0,1},{},[S_16,S_1⊕1,S_21,S_2⊕1,S_8]),S_1,S_2,S_5⊕1])
2,577a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8]),(1,2,{1,3},{},[S_12,S_21,S_2⊕1,S_4,S_6,S_8]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_7,S_8]),(3,1,{0,3},{},[S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,1,{0},{0,2},[S_1⊕1,S_2⊕1,S_3,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,1,{3},{},[S_12,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_5,S_8]),(3,2,{0,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_8]),(3,4,{0,1,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_6,S_7,S_8]),S_1,S_28])
25,22a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_6,S_7]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_5,S_7,S_8]),(3,1,{0,3},{},[S_14,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{0},{0},[S_2⊕1,S_3,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_5,S_7,S_8]),S_20])
25,4a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_21,S_23,S_2⊕1,S_6,S_8]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_5,S_7,S_8]),(3,1,{0,3},{},[S_14,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{0},{0},[S_2⊕1,S_3,S_5]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1,S_6]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,4,{0,3},{},[S_1,S_18,S_3,S_5,S_8]),S_22,S_25])
1372a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{0,1,3},{},[S_18,S_21,S_23,S_6]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(3,1,{0,2,3},{},[S_14,S_16,S_18,S_1⊕1,S_5,S_7]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{0,3},{},[S_14,S_16,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,4,{0,1},{},[S_16,S_18,S_1⊕1,S_2⊕1]),S_1,S_2])
2,177a88	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_15,S_18,S_2⊕1,S_5,S_6]),(3,1,{0,3},{},[S_12,S_13,S_14,S_15,S_16,S_1⊕1,S_2⊕1,S_5]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_7]),(3,1,{0,3},{},[S_16,S_18,S_1⊕1,S_2⊕1,S_7]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,4,{0,1,3},{},[S_14,S_18,S_1⊕1,S_5,S_6,S_7]),S_1,S_27])
172a38	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,2,{1,3},{},[S_12,S_18,S_2⊕1,S_6]),(1,4,{0,1},{},[S_18,S_2⊕1,S_7]),(3,1,{0,3},{},[S_12,S_13,S_18,S_1⊕1,S_4,S_5]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_12,S_18,S_1⊕1,S_4,S_5,S_7]),(3,1,{0,3},{},[S_18,S_1⊕1,S_5,S_7]),S_1,S_2,S_4⊕1])
12,22a	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,4,{0,1,3},{},[S_1,S_14,S_2⊕1,S_7]),(3,1,{0,2,3},{},[S_13,S_14,S_16,S_18,S_1⊕1,S_2⊕1,S_5,S_7]),(3,1,{0,3},{},[S_14,S_1⊕1,S_5,S_7,S_8]),(3,1,{0},{0},[S_2⊕1,S_3,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),S_20])
1732a8	(2,0,{1,2},{},[(1,2,{0,1,3},{},[S_13,S_14,S_18,S_2⊕1,S_6]),(1,4,{0,1,3},{},[S_18,S_5,S_6,S_7]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,1,{0,3},{},[S_18,S_1⊕1,S_5,S_7]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),S_1,S_2])
